p0199-p0247,0.1526879191836707,0.001,119
p0037-p0274,0.12295644365722018,0.003,112
p0294-p0052,0.18990726720700754,0.001,116
p0175-p0318,0.20948316492616126,0.001,109
p0341-p0252,0.138831552720838,0.002,118
p0025-p0358,0.2034740402561838,0.001,98
p0264-p0143,0.1582671901435532,0.001,108
p0399-p0195,0.2868727157110924,0.001,90
p0320-p0314,0.22320814365034322,0.001,96
p0154-p0043,0.1770730939192801,0.002,92
p0083-p0323,0.2545053736315811,0.001,96
p0154-p0255,0.1998927441741278,0.001,121
p0145-p0242,0.0732160437314937,0.084,119
p0113-p0142,0.2795625944706375,0.001,87
p0079-p0206,0.29706146718363136,0.001,89
p0189-p0031,0.31244647642716744,0.001,88
p0034-p0346,0.13773830395214653,0.002,110
p0361-p0070,0.23607241182778588,0.001,96
p0174-p0254,0.18840501710708105,0.001,104
p0196-p0222,0.21421130839599084,0.001,108
p0118-p0207,0.23969937076070919,0.001,92
p0185-p0143,0.11065359216026019,0.01,115
p0398-p0012,0.12578740446558656,0.005,100
p0234-p0112,0.24311614547874683,0.001,100
p0208-p0190,0.15450335422009348,0.001,112
p0145-p0172,0.3101338787922128,0.001,90
p0293-p0032,0.21157743401013174,0.001,106
p0203-p0259,0.09539174905407766,0.007,130
p0206-p0232,0.30233084102069135,0.001,89
p0031-p0378,0.15967475653644608,0.001,104
p0201-p0103,0.18805751949868038,0.001,99
p0320-p0082,0.3061188631215834,0.001,89
p0368-p0288,0.2511217984779864,0.001,102
p0354-p0300,0.3700337496728797,0.001,90
p0132-p0304,0.1376412774615693,0.001,94
p0064-p0381,0.22009640296196942,0.001,100
p0138-p0230,0.13124520464651754,0.001,116
p0392-p0123,0.13062296644391955,0.004,114
p0350-p0328,0.16289010995518763,0.002,98
p0398-p0058,0.21425514249321942,0.001,99
p0310-p0160,0.21667525264284676,0.001,93
p0159-p0305,0.1799603638733737,0.001,99
p0086-p0027,0.24740540756735172,0.001,97
p0214-p0183,0.14216699905921823,0.001,111
p0233-p0028,0.21786083450821253,0.001,97
p0112-p0106,0.22774928668061575,0.001,93
p0265-p0131,0.26059671304316806,0.001,99
p0070-p0221,0.2712419940607516,0.001,96
p0319-p0357,0.3617640761362657,0.001,92
p0277-p0258,0.21535044852748722,0.001,100
p0169-p0234,0.2205069166769734,0.001,101
p0110-p0131,0.300442638461556,0.001,93
p0191-p0334,0.14689969616325468,0.001,113
