gene, test statistic, p-value, number of groups
p0167-p0219-p0220-p0060,1.1090713820700782,0.417,2
p0002-p0137-p0257-p0330,0.5843299121287145,0.79,2
p0081-p0175-p0075-p0121,1.5440253423495278,0.239,2
p0277-p0274-p0168-p0146,0.31928604765252633,0.87,2
p0192-p0193-p0185-p0394,0.7542416710074631,0.694,2
p0008-p0340-p0356-p0290,0.4950112373207049,0.781,2
p0267-p0153-p0253-p0226,1.3754388858844766,0.351,2
p0189-p0031-p0075-p0002,1.665712621208678,0.049,2
p0117-p0266-p0285-p0289,0.2454698303977935,0.838,2
p0392-p0201-p0288-p0065,0.5377472188000906,0.763,2
p0125-p0388-p0175-p0312,1.405360859556203,0.368,2
p0197-p0027-p0010-p0135,0.9461131096843122,0.537,2
p0014-p0129-p0079-p0225,1.1475726718618244,0.398,2
p0211-p0187-p0097-p0067,2.8599545454147663,0.01,2
p0197-p0266-p0163-p0131,1.1684475966604875,0.353,2
p0232-p0009-p0014-p0223,1.673895971009889,0.054,2
p0194-p0315-p0083-p0333,1.5657422948920878,0.12,2
p0370-p0157-p0377-p0029,1.7542110240555657,0.123,2
p0124-p0042-p0120-p0311,1.6594464707886711,0.204,2
p0054-p0344-p0382-p0313,1.259476434736989,0.382,2
p0315-p0015-p0135-p0034,1.7397313148438738,0.068,2
p0031-p0111-p0179-p0094,0.7795785736429353,0.723,2
p0133-p0090-p0188-p0225,1.5832711326379876,0.093,2
p0054-p0098-p0121-p0109,2.230679670725454,0.032,2
p0009-p0074-p0258-p0113,1.3772654405752625,0.162,2
p0289-p0003-p0171-p0322,1.5127937450350997,0.26,2
p0023-p0084-p0230-p0099,2.585805137267187,0.006,2
p0151-p0344-p0021-p0116,1.3938442066242547,0.213,2
p0097-p0226-p0373-p0050,0.9327290279725792,0.576,2
p0123-p0091-p0029-p0265,1.105819942525415,0.416,2
p0033-p0108-p0294-p0259,1.632551239177622,0.21,2
p0051-p0293-p0193-p0357,0.6979193587367596,0.699,2
p0083-p0150-p0025-p0044,1.5845410177157122,0.113,2
p0270-p0261-p0189-p0300,1.8084175266513718,0.071,2
p0200-p0209-p0056-p0233,1.3736699876250902,0.195,2
p0076-p0025-p0016-p0189,1.254096641254747,0.246,2
p0286-p0267-p0230-p0369,0.25395739403907486,0.83,2
p0394-p0236-p0076-p0159,1.3123340038038513,0.305,2
p0230-p0165-p0215-p0201,1.0136146865862656,0.509,2
p0113-p0045-p0118-p0307,0.8531288811885507,0.638,2
p0057-p0171-p0350-p0345,0.6206530740259709,0.733,2
p0145-p0005-p0077-p0091,0.6963321359324073,0.665,2
p0252-p0094-p0173-p0264,1.6934863772132305,0.061,2
p0046-p0035-p0096-p0186,1.6940751847621491,0.101,2
p0308-p0045-p0207-p0198,1.9401866131584427,0.198,2
p0106-p0399-p0222-p0086,1.4248306822588885,0.255,2
p0142-p0228-p0047-p0146,1.6920924679522134,0.081,2
p0049-p0201-p0172-p0093,0.9654956417648448,0.507,2
p0155-p0203-p0102-p0023,1.4090947827803724,0.257,2
p0327-p0272-p0249-p0132,2.080468731851618,0.059,2
p0010-p0186-p0211-p0062,1.5327423001018838,0.165,2
p0141-p0080-p0160-p0023,2.0380689137263452,0.026,2
p0171-p0007-p0052-p0193,1.094008379174818,0.424,2
p0032-p0174-p0287-p0085,1.1788298466177252,0.353,2
p0039-p0229-p0109-p0200,2.1332989830592637,0.026,2
p0323-p0185-p0366-p0132,0.617900479772585,0.779,2
p0340-p0284-p0258-p0140,0.5076201685080506,0.801,2
p0002-p0270-p0143-p0001,1.9504643065410354,0.032,2
p0220-p0232-p0381-p0146,1.042802828608175,0.471,2
p0122-p0274-p0116-p0080,1.301168161381519,0.376,2
p0294-p0367-p0174-p0351,1.5710607437159676,0.251,2
p0250-p0370-p0384-p0080,1.0657782097463437,0.515,2
p0010-p0224-p0216-p0118,1.109007242300759,0.416,2
p0191-p0138-p0392-p0179,0.8274798199641429,0.598,2
p0258-p0025-p0361-p0022,1.0110591614499025,0.457,2
p0367-p0285-p0227-p0386,-1.6507447691776898,0.982,2
p0052-p0038-p0074-p0092,1.1506331953207984,0.407,2
p0079-p0105-p0335-p0356,1.0708741498881191,0.443,2
p0386-p0253-p0107-p0320,1.6707766662062937,0.187,2
p0004-p0234-p0219-p0089,1.6810636474976877,0.096,2
p0045-p0128-p0127-p0221,1.8097283661430743,0.061,2
p0297-p0344-p0091-p0174,1.2033489377993016,0.391,2
p0380-p0263-p0261-p0324,1.8067350542878478,0.093,2
p0291-p0007-p0060-p0208,2.388834122547373,0.013,2
p0243-p0234-p0039-p0003,2.4518385940935232,0.008,2
p0139-p0029-p0034-p0176,0.5298430163771625,0.875,2
p0307-p0354-p0326-p0327,1.583964735013709,0.112,2
p0247-p0046-p0010-p0387,1.309788187294146,0.231,2
p0363-p0321-p0056-p0180,2.1614128458039272,0.096,2
p0378-p0254-p0219-p0376,1.6504529995984938,0.188,2
p0044-p0271-p0260-p0300,1.6098248926197667,0.129,2
p0250-p0148-p0266-p0323,0.9718690832881156,0.544,2
p0019-p0036-p0214-p0152,1.6498867566818929,0.13,2
p0170-p0398-p0386-p0014,1.690073356670675,0.147,2
p0026-p0273-p0115-p0066,1.5760026027208776,0.19,2
p0301-p0006-p0134-p0131,1.1678630166441106,0.372,2
p0115-p0337-p0034-p0198,1.6250928491553915,0.216,2
p0015-p0172-p0343-p0298,1.281588017471448,0.293,2
p0173-p0322-p0117-p0002,1.8593263454061941,0.111,2
