gene, test statistic, p-value, number of groups
p0337-p0004-p0086-p0235-p0312-p0047,2.4899421175452194,0.086,2
p0013-p0139-p0011-p0149-p0389-p0044,1.2379735634696185,0.335,2
p0054-p0128-p0268-p0024-p0339-p0109,2.208335492531059,0.032,2
p0122-p0252-p0198-p0325-p0125-p0074,1.6053836725935247,0.177,2
p0391-p0272-p0047-p0061-p0326-p0196,1.814321938790079,0.057,2
p0214-p0177-p0015-p0156-p0095-p0020,1.244859748364717,0.296,2
p0085-p0222-p0351-p0370-p0083-p0044,0.6464150042963929,0.73,2
p0217-p0151-p0256-p0195-p0280-p0236,1.2598524640827111,0.297,2
p0178-p0243-p0020-p0301-p0118-p0101,-0.39526484110736126,0.99,2
p0099-p0342-p0372-p0201-p0197-p0107,0.15708166623290962,0.845,2
p0254-p0166-p0062-p0298-p0190-p0319,1.7150998809828257,0.084,2
p0089-p0030-p0124-p0174-p0170-p0330,1.0714070888173952,0.435,2
p0369-p0317-p0379-p0042-p0192-p0004,1.122239999420002,0.449,2
p0274-p0199-p0113-p0148-p0285-p0026,0.33586566903619636,0.779,2
p0170-p0157-p0303-p0334-p0091-p0009,1.423190450278172,0.299,2
p0093-p0184-p0264-p0260-p0156-p0094,1.1190695441215457,0.415,2
p0272-p0381-p0307-p0250-p0187-p0102,1.6611287354132709,0.233,2
p0189-p0127-p0222-p0363-p0340-p0263,0.9656103469892812,0.527,2
p0244-p0069-p0264-p0100-p0099-p0003,1.5291083693254532,0.105,2
p0323-p0075-p0270-p0067-p0248-p0206,1.4589923082918965,0.184,2
p0254-p0028-p0180-p0280-p0029-p0392,1.650369540973841,0.119,2
p0231-p0135-p0083-p0062-p0217-p0370,1.1297115106701894,0.45,2
p0188-p0286-p0196-p0076-p0216-p0223,1.8579035608854986,0.074,2
p0211-p0000-p0002-p0287-p0189-p0175,1.1650645498716667,0.405,2
p0126-p0244-p0033-p0120-p0144-p0036,1.3664119962038113,0.283,2
p0259-p0091-p0018-p0145-p0207-p0129,1.2468556708851566,0.427,2
p0173-p0300-p0202-p0176-p0298-p0125,1.0690556684489072,0.513,2
p0045-p0103-p0387-p0190-p0385-p0351,0.9776763723386614,0.534,2
p0211-p0179-p0306-p0222-p0231-p0344,1.312299723283081,0.35,2
p0362-p0250-p0358-p0293-p0278-p0116,0.44561449119381913,0.758,2
p0186-p0398-p0051-p0379-p0016-p0250,1.0676588786974115,0.48,2
p0371-p0005-p0024-p0242-p0369-p0132,1.9164896262990532,0.083,2
p0226-p0203-p0241-p0377-p0229-p0238,1.0060664629804026,0.531,2
p0216-p0231-p0266-p0308-p0185-p0328,-0.00855872499330579,0.862,2
p0081-p0315-p0012-p0210-p0397-p0304,1.0284780415767047,0.504,2
p0190-p0381-p0324-p0222-p0044-p0368,1.3385690942415298,0.335,2
p0146-p0351-p0139-p0250-p0262-p0047,-0.20903630901131318,0.961,2
p0373-p0034-p0247-p0119-p0154-p0293,0.07254304842181826,0.889,2
p0056-p0206-p0341-p0358-p0098-p0362,1.6288045805153317,0.222,2
p0093-p0132-p0263-p0050-p0039-p0171,1.588544926125621,0.151,2
p0217-p0074-p0159-p0064-p0288-p0167,1.2386347946256433,0.329,2
p0366-p0098-p0042-p0196-p0314-p0121,1.9859613561906202,0.073,2
p0132-p0079-p0235-p0390-p0113-p0314,1.6871429719084512,0.093,2
p0312-p0123-p0050-p0299-p0247-p0134,3.0848187696916276,0.041,2
p0385-p0316-p0168-p0008-p0208-p0062,1.2428235494645998,0.387,2
p0129-p0303-p0382-p0398-p0345-p0365,2.2399257698238757,0.068,2
p0327-p0017-p0159-p0186-p0169-p0069,1.534946567666864,0.174,2
p0026-p0267-p0355-p0064-p0066-p0098,0.44931703794140626,0.802,2
p0106-p0049-p0254-p0055-p0165-p0365,1.325752438893861,0.233,2
p0311-p0133-p0307-p0189-p0082-p0335,1.9560611002560508,0.07,2
p0070-p0282-p0089-p0044-p0129-p0064,1.7100936695087119,0.093,2
p0232-p0333-p0229-p0145-p0306-p0017,0.37571733172061916,0.816,2
p0071-p0119-p0286-p0263-p0300-p0255,1.797460300430578,0.125,2
p0298-p0101-p0012-p0181-p0238-p0351,0.8006524946099105,0.667,2
p0378-p0340-p0235-p0213-p0370-p0283,1.8976747815028627,0.105,2
p0186-p0352-p0022-p0133-p0145-p0166,0.5579226266317484,0.764,2
p0000-p0177-p0033-p0259-p0386-p0188,1.7843832158539634,0.14,2
p0256-p0151-p0387-p0129-p0130-p0064,1.1935494647068616,0.391,2
p0348-p0092-p0154-p0316-p0383-p0321,1.7299086381899615,0.092,2
p0267-p0098-p0068-p0217-p0124-p0360,0.8052938430148904,0.615,2
p0304-p0378-p0330-p0060-p0017-p0199,0.8859876393732679,0.637,2
p0346-p0056-p0036-p0181-p0046-p0051,1.7201949338709062,0.089,2
p0318-p0205-p0396-p0069-p0271-p0337,2.2973596728133874,0.034,2
p0028-p0062-p0325-p0385-p0009-p0064,1.215120295451267,0.32,2
p0198-p0238-p0136-p0389-p0084-p0261,2.304368756929802,0.058,2
p0237-p0057-p0111-p0170-p0221-p0007,0.9384739859789599,0.546,2
p0132-p0089-p0254-p0253-p0259-p0290,2.4646469717174155,0.052,2
p0320-p0315-p0368-p0043-p0318-p0312,2.1388320041520053,0.186,2
p0094-p0327-p0242-p0073-p0025-p0067,1.0315955898469904,0.513,2
p0360-p0164-p0213-p0110-p0049-p0263,0.9213707548874642,0.573,2
p0232-p0066-p0177-p0313-p0002-p0029,1.6816335664063522,0.124,2
p0226-p0095-p0017-p0114-p0314-p0309,3.4188918570871794,0.01,2
p0318-p0068-p0100-p0365-p0066-p0032,1.2258222809841957,0.352,2
p0310-p0335-p0344-p0069-p0118-p0197,1.2992257735026445,0.2,2
p0221-p0126-p0143-p0074-p0051-p0201,1.3261580906529267,0.312,2
p0323-p0063-p0203-p0013-p0070-p0383,1.6007450954557216,0.142,2
p0049-p0381-p0160-p0391-p0021-p0237,1.1115824532175438,0.442,2
p0232-p0076-p0342-p0379-p0378-p0287,0.24936456732914034,0.825,2
p0190-p0182-p0015-p0316-p0226-p0151,0.7622667222941112,0.688,2
p0190-p0222-p0320-p0099-p0043-p0129,0.9960163073235478,0.532,2
p0335-p0283-p0076-p0161-p0154-p0278,1.1109202101711455,0.403,2
p0295-p0197-p0266-p0082-p0225-p0178,1.1205566883635802,0.429,2
p0098-p0310-p0343-p0144-p0386-p0203,1.8090492886294405,0.158,2
p0297-p0145-p0143-p0339-p0046-p0234,2.2127401339908097,0.034,2
p0025-p0068-p0157-p0071-p0342-p0250,0.8736136591810377,0.623,2
p0391-p0315-p0129-p0122-p0366-p0003,0.5191948966429937,0.796,2
p0230-p0291-p0326-p0355-p0266-p0131,2.096929665502279,0.058,2
p0356-p0007-p0169-p0199-p0224-p0333,1.3088738128893769,0.333,2
p0183-p0113-p0346-p0000-p0338-p0048,2.221050748843048,0.027,2
p0148-p0090-p0357-p0196-p0046-p0200,1.4163065813408442,0.189,2
p0292-p0332-p0204-p0211-p0182-p0008,1.0629014576347593,0.473,2
p0105-p0282-p0135-p0327-p0216-p0225,1.4501978952704009,0.223,2
p0142-p0266-p0340-p0185-p0055-p0019,0.6811398311468823,0.739,2
p0185-p0220-p0115-p0042-p0084-p0091,1.3202278576539237,0.325,2
p0255-p0395-p0257-p0086-p0100-p0392,2.6813174367358634,0.013,2
p0051-p0060-p0030-p0035-p0252-p0313,2.0185170095670992,0.04,2
p0382-p0384-p0308-p0257-p0154-p0249,2.45108682435575,0.097,2
p0119-p0084-p0376-p0033-p0100-p0054,1.609751678044815,0.102,2
p0311-p0049-p0222-p0370-p0181-p0075,1.19341882882471,0.39,2
p0323-p0371-p0083-p0360-p0098-p0269,0.8942549557587288,0.607,2
p0307-p0050-p0090-p0338-p0236-p0006,1.088139636230151,0.445,2
p0332-p0207-p0387-p0256-p0350-p0027,1.8027794643624282,0.075,2
p0009-p0154-p0307-p0295-p0257-p0227,0.44214568146789784,0.781,2
p0235-p0193-p0258-p0041-p0167-p0050,1.680584464294068,0.086,2
p0024-p0182-p0008-p0224-p0290-p0036,1.0897652097670265,0.508,2
p0009-p0279-p0034-p0156-p0017-p0134,0.9385539010221188,0.539,2
p0239-p0333-p0339-p0051-p0360-p0063,1.811712076657487,0.134,2
p0064-p0269-p0357-p0194-p0200-p0334,0.7733438117416503,0.684,2
p0317-p0378-p0196-p0211-p0041-p0099,1.5169873038474453,0.188,2
p0117-p0277-p0398-p0295-p0120-p0137,1.8637768350024937,0.117,2
p0272-p0194-p0389-p0167-p0306-p0041,1.0054058551988594,0.527,2
p0091-p0297-p0327-p0144-p0110-p0306,1.6528046079648786,0.192,2
p0352-p0133-p0170-p0345-p0332-p0346,1.5041706673725166,0.301,2
p0141-p0367-p0262-p0252-p0192-p0073,0.9065115912331703,0.583,2
p0040-p0310-p0283-p0044-p0239-p0078,1.8746074304835387,0.012,2
p0048-p0095-p0285-p0384-p0341-p0191,0.965125875540001,0.548,2
p0038-p0332-p0258-p0390-p0351-p0180,0.8516226710742465,0.624,2
p0151-p0288-p0360-p0072-p0196-p0363,1.5986793930264769,0.241,2
p0115-p0365-p0144-p0174-p0243-p0321,1.0338146074173333,0.52,2
p0075-p0398-p0352-p0362-p0122-p0145,0.9024707977325861,0.586,2
p0217-p0317-p0094-p0233-p0177-p0160,1.6651026669775222,0.067,2
p0203-p0061-p0289-p0358-p0393-p0174,1.1898696703294127,0.421,2
p0031-p0285-p0250-p0110-p0300-p0004,0.8296426976720169,0.607,2
p0063-p0343-p0307-p0164-p0339-p0397,1.817852633638312,0.114,2
p0383-p0119-p0057-p0150-p0017-p0022,1.3337104954499734,0.311,2
p0318-p0248-p0041-p0221-p0246-p0277,1.7124094499409712,0.213,2
p0061-p0024-p0222-p0383-p0225-p0150,1.755850477754951,0.117,2
p0133-p0350-p0383-p0254-p0040-p0214,0.8281761250085062,0.636,2
p0219-p0005-p0142-p0378-p0135-p0242,1.288648334258434,0.364,2
p0268-p0389-p0214-p0085-p0018-p0191,1.743778384000273,0.138,2
p0320-p0301-p0116-p0009-p0174-p0242,0.6291545982929037,0.757,2
p0237-p0341-p0140-p0307-p0293-p0208,1.0406163497995784,0.521,2
p0005-p0056-p0179-p0366-p0078-p0054,0.7378147746960794,0.721,2
p0107-p0034-p0064-p0031-p0298-p0186,1.2767800903605817,0.303,2
p0149-p0115-p0347-p0325-p0125-p0187,1.954896272583618,0.086,2
p0283-p0144-p0107-p0134-p0316-p0325,1.4665258569591126,0.166,2
p0105-p0153-p0358-p0118-p0067-p0279,1.1195527140938442,0.417,2
p0339-p0297-p0277-p0303-p0020-p0121,2.6088023856006832,0.008,2
p0216-p0136-p0006-p0219-p0398-p0192,1.7807173672925347,0.081,2
p0073-p0085-p0247-p0309-p0386-p0060,2.4322583365774175,0.048,2
p0274-p0249-p0115-p0180-p0375-p0361,2.1396906439220853,0.083,2
p0091-p0070-p0017-p0149-p0046-p0146,1.334314835643686,0.326,2
p0011-p0195-p0270-p0398-p0289-p0182,0.4654463653233718,0.805,2
p0190-p0232-p0370-p0043-p0233-p0097,1.2873165091707819,0.351,2
p0042-p0268-p0180-p0063-p0253-p0274,1.727711643671454,0.181,2
p0192-p0028-p0070-p0019-p0367-p0119,0.9988786089429272,0.498,2
p0386-p0114-p0396-p0023-p0051-p0259,1.4915170504492041,0.289,2
p0193-p0361-p0137-p0200-p0338-p0108,1.611467273244998,0.149,2
p0279-p0034-p0317-p0131-p0268-p0021,1.6882599030618013,0.113,2
p0126-p0376-p0258-p0289-p0007-p0273,0.8290761084909198,0.644,2
p0271-p0169-p0088-p0390-p0089-p0124,1.704305658099298,0.124,2
p0070-p0094-p0216-p0203-p0204-p0111,0.4993405521725881,0.786,2
p0378-p0171-p0259-p0137-p0342-p0303,1.690529007527943,0.199,2
p0208-p0372-p0136-p0224-p0316-p0202,0.9797601756909052,0.509,2
p0361-p0270-p0293-p0319-p0268-p0217,0.9807195214481959,0.514,2
p0207-p0387-p0186-p0231-p0367-p0169,0.8994923415911589,0.593,2
p0171-p0285-p0292-p0236-p0273-p0108,0.8204850222628194,0.617,2
p0214-p0345-p0022-p0069-p0398-p0231,1.8069924775188049,0.161,2
p0318-p0244-p0262-p0333-p0328-p0233,-0.07629121554275636,0.915,2
p0342-p0174-p0338-p0265-p0207-p0312,3.199185507884209,0.029,2
p0325-p0344-p0316-p0205-p0225-p0123,1.512441295162321,0.151,2
p0264-p0311-p0055-p0361-p0253-p0307,2.028109395391199,0.06,2
p0042-p0085-p0341-p0345-p0058-p0342,2.389266681990462,0.04,2
p0061-p0149-p0131-p0074-p0262-p0368,1.407705786510772,0.269,2
p0005-p0340-p0381-p0137-p0059-p0018,0.5038538554472435,0.844,2
p0185-p0085-p0237-p0184-p0000-p0295,1.2151308558035094,0.357,2
p0113-p0087-p0132-p0124-p0122-p0174,1.097101748508456,0.439,2
p0132-p0238-p0298-p0235-p0049-p0376,1.5609429879170678,0.201,2
p0070-p0207-p0066-p0035-p0195-p0215,1.47006792896335,0.174,2
p0074-p0059-p0254-p0207-p0198-p0034,1.2874099346578354,0.35,2
p0102-p0120-p0018-p0328-p0070-p0294,1.823443257246028,0.106,2
p0086-p0213-p0013-p0284-p0134-p0220,1.4022948819604433,0.288,2
p0150-p0243-p0375-p0350-p0037-p0254,1.285800449834724,0.31,2
p0204-p0226-p0277-p0086-p0176-p0002,0.26995882672729293,0.929,2
p0070-p0102-p0003-p0093-p0323-p0132,1.5443693211762426,0.123,2
p0009-p0200-p0213-p0115-p0295-p0165,2.0373020490337637,0.07,2
p0279-p0379-p0244-p0108-p0054-p0050,0.5613270666015595,0.771,2
