gene, test statistic, p-value, number of groups
p0371-p0105-p0393-p0007-p0390-p0138,1.521415838446784,0.188,2
p0295-p0360-p0330-p0057-p0151-p0026,1.6481058352848859,0.173,2
p0154-p0215-p0299-p0151-p0383-p0015,0.7736727472615857,0.652,2
p0141-p0124-p0273-p0297-p0396-p0157,2.264065647297666,0.042,2
p0274-p0036-p0327-p0052-p0229-p0258,1.2468974022831065,0.39,2
p0018-p0024-p0064-p0049-p0193-p0144,1.5742128768228008,0.11,2
p0139-p0301-p0105-p0109-p0305-p0292,1.3087096218567875,0.305,2
p0015-p0350-p0265-p0082-p0043-p0151,1.0454397724863393,0.448,2
p0136-p0392-p0386-p0183-p0184-p0041,1.0143653228519238,0.501,2
p0162-p0147-p0160-p0300-p0371-p0065,1.306476126874791,0.302,2
p0375-p0010-p0132-p0386-p0081-p0384,1.5075536558766454,0.285,2
p0199-p0093-p0322-p0204-p0283-p0122,1.9545889865416524,0.11,2
p0370-p0264-p0108-p0110-p0293-p0096,1.9004612884873135,0.093,2
p0343-p0014-p0087-p0227-p0220-p0015,0.45027153793501534,0.846,2
p0137-p0384-p0294-p0043-p0348-p0036,1.4662427629229347,0.299,2
p0181-p0127-p0317-p0185-p0075-p0154,1.408285134925844,0.197,2
p0239-p0058-p0132-p0114-p0274-p0029,1.920182075180611,0.06,2
p0070-p0096-p0324-p0041-p0337-p0152,1.0388316893125473,0.493,2
p0361-p0263-p0193-p0067-p0372-p0054,0.43770745137919614,0.786,2
p0378-p0059-p0065-p0155-p0210-p0312,1.7116275142945137,0.242,2
p0042-p0094-p0095-p0077-p0356-p0233,1.1053051846016033,0.408,2
p0003-p0170-p0082-p0125-p0097-p0136,1.6122970969859856,0.104,2
p0210-p0377-p0137-p0344-p0134-p0261,0.8426401953536709,0.602,2
p0081-p0108-p0122-p0249-p0178-p0272,1.1199522126283672,0.482,2
p0198-p0170-p0043-p0051-p0209-p0239,2.0648879282768133,0.047,2
p0139-p0249-p0167-p0055-p0222-p0211,1.791190259948594,0.171,2
p0241-p0255-p0044-p0098-p0017-p0115,2.2553571636921075,0.041,2
p0208-p0260-p0137-p0312-p0264-p0375,2.711273235522381,0.072,2
p0342-p0229-p0188-p0321-p0215-p0160,2.3641887058321247,0.046,2
p0322-p0335-p0317-p0125-p0117-p0075,1.5176957984505537,0.211,2
p0235-p0074-p0368-p0282-p0377-p0072,0.9319878380303818,0.548,2
p0199-p0389-p0141-p0116-p0214-p0399,1.7568793265325118,0.137,2
p0165-p0131-p0301-p0136-p0087-p0130,0.6196683115343504,0.801,2
p0079-p0217-p0381-p0270-p0115-p0387,1.466663156883307,0.243,2
p0189-p0223-p0137-p0267-p0396-p0011,1.0010920525226665,0.57,2
p0233-p0079-p0337-p0286-p0352-p0030,0.12366473410675666,0.886,2
p0044-p0135-p0396-p0072-p0338-p0346,2.3917185193623243,0.011,2
p0038-p0385-p0257-p0324-p0293-p0023,0.5362320338276957,0.766,2
p0260-p0070-p0163-p0107-p0208-p0227,0.765994061272504,0.68,2
p0054-p0097-p0086-p0027-p0176-p0340,0.4100514982986403,0.899,2
p0205-p0239-p0175-p0065-p0387-p0170,1.2898800842429392,0.285,2
p0009-p0045-p0103-p0192-p0074-p0082,1.459119789477338,0.145,2
p0013-p0380-p0337-p0269-p0234-p0247,2.1721363778515235,0.018,2
p0116-p0162-p0252-p0035-p0372-p0383,0.5870827146937702,0.76,2
p0300-p0126-p0017-p0063-p0298-p0074,0.835997896423613,0.636,2
p0389-p0046-p0169-p0371-p0150-p0325,1.6459985693716133,0.168,2
p0265-p0000-p0390-p0173-p0106-p0108,1.7911914544448764,0.085,2
p0175-p0206-p0354-p0084-p0079-p0009,0.98907658406863,0.528,2
p0107-p0190-p0019-p0126-p0214-p0291,2.1047127301111366,0.036,2
p0247-p0164-p0352-p0398-p0014-p0098,0.7960625268572238,0.659,2
p0143-p0316-p0274-p0155-p0372-p0373,1.0514658534749732,0.493,2
p0216-p0384-p0178-p0375-p0285-p0103,1.019967787469562,0.53,2
p0144-p0248-p0081-p0090-p0163-p0242,1.02814590922069,0.502,2
p0397-p0310-p0306-p0316-p0067-p0035,2.0695001262384176,0.035,2
p0234-p0036-p0289-p0242-p0112-p0132,1.469221558772506,0.201,2
p0241-p0058-p0365-p0272-p0247-p0364,1.684069379780708,0.116,2
p0244-p0131-p0186-p0104-p0233-p0022,1.336702917305924,0.236,2
p0094-p0236-p0388-p0189-p0125-p0235,0.826969659466922,0.653,2
p0190-p0215-p0266-p0199-p0213-p0291,1.5276010525401902,0.279,2
p0137-p0295-p0184-p0136-p0015-p0242,1.6187723650655501,0.196,2
p0146-p0191-p0259-p0136-p0078-p0067,1.792804154101873,0.128,2
p0016-p0293-p0165-p0306-p0262-p0168,-0.4213584569213295,0.96,2
p0165-p0123-p0238-p0318-p0191-p0306,2.524741900996832,0.026,2
p0272-p0136-p0176-p0001-p0306-p0265,1.3230292225242106,0.299,2
p0159-p0216-p0026-p0066-p0184-p0168,0.35300968215253037,0.857,2
p0022-p0021-p0388-p0299-p0116-p0211,1.192939323424049,0.395,2
p0155-p0378-p0188-p0214-p0112-p0062,0.7180357664698757,0.696,2
p0113-p0173-p0110-p0393-p0099-p0025,1.2323507340258233,0.32,2
p0348-p0396-p0200-p0024-p0061-p0043,1.8503043256810319,0.052,2
p0243-p0082-p0032-p0312-p0305-p0080,3.3387766446905034,0.043,2
p0297-p0110-p0107-p0226-p0089-p0282,2.0715701433173344,0.059,2
p0204-p0268-p0156-p0271-p0254-p0279,0.8509323282983227,0.614,2
p0370-p0188-p0232-p0285-p0267-p0230,0.4356654911914242,0.777,2
p0258-p0116-p0214-p0136-p0282-p0138,1.8151974465127154,0.069,2
p0385-p0372-p0186-p0155-p0124-p0198,1.2510310212874014,0.374,2
p0138-p0309-p0327-p0094-p0229-p0219,3.13587562166628,0.014,2
p0102-p0148-p0366-p0342-p0012-p0145,2.3765838095962533,0.014,2
p0255-p0319-p0160-p0259-p0248-p0106,1.9720873316554872,0.099,2
p0180-p0361-p0366-p0288-p0022-p0279,0.3942425009137355,0.84,2
p0109-p0221-p0253-p0123-p0159-p0395,2.1651268803421484,0.065,2
p0052-p0105-p0117-p0044-p0081-p0005,1.4949090578596205,0.168,2
p0027-p0372-p0111-p0139-p0304-p0209,0.22547860701474803,0.849,2
p0080-p0081-p0262-p0350-p0239-p0051,1.1401540980670604,0.431,2
p0298-p0068-p0105-p0127-p0377-p0083,0.3890340296648127,0.878,2
p0280-p0180-p0166-p0148-p0380-p0397,1.514786640178468,0.11,2
p0049-p0067-p0348-p0098-p0180-p0270,1.389152771955258,0.166,2
p0075-p0234-p0291-p0049-p0010-p0322,2.702216796843847,0.018,2
p0346-p0000-p0375-p0261-p0215-p0318,1.8166867174253953,0.182,2
p0176-p0029-p0015-p0364-p0012-p0032,1.3811033182241237,0.228,2
p0157-p0364-p0377-p0202-p0035-p0363,1.9883766509361338,0.108,2
p0181-p0185-p0343-p0333-p0095-p0002,2.0509913215916664,0.016,2
p0057-p0310-p0072-p0133-p0337-p0017,1.0389900078614187,0.499,2
p0354-p0123-p0078-p0263-p0095-p0023,1.6660887112958995,0.072,2
p0380-p0249-p0045-p0129-p0226-p0097,1.6873293917312933,0.188,2
p0077-p0376-p0382-p0093-p0076-p0061,2.2350727807837227,0.027,2
p0067-p0013-p0271-p0262-p0233-p0217,1.506453920710854,0.19,2
p0011-p0025-p0069-p0235-p0375-p0210,1.555482446109734,0.136,2
p0287-p0037-p0299-p0179-p0227-p0207,-0.4133481625315266,0.981,2
p0102-p0117-p0231-p0133-p0263-p0291,1.411916492303882,0.235,2
p0028-p0111-p0081-p0004-p0227-p0337,-0.4905252105942351,0.99,2
p0156-p0293-p0264-p0228-p0124-p0167,0.5968013834464663,0.752,2
p0050-p0309-p0088-p0073-p0157-p0159,2.4767362816261214,0.035,2
p0341-p0220-p0272-p0221-p0293-p0049,1.069198947890306,0.509,2
p0010-p0091-p0243-p0259-p0231-p0011,1.3721855430713432,0.278,2
p0198-p0297-p0234-p0163-p0343-p0189,2.9436061494549537,0.004,2
p0134-p0032-p0221-p0165-p0273-p0075,0.8217783371276858,0.638,2
p0388-p0366-p0335-p0155-p0256-p0226,1.4396263803928588,0.269,2
p0301-p0258-p0056-p0226-p0066-p0340,0.4153782064434208,0.877,2
p0041-p0187-p0003-p0101-p0267-p0038,1.1905114876747358,0.416,2
p0153-p0333-p0008-p0340-p0186-p0182,0.16954160446401761,0.938,2
p0370-p0075-p0230-p0278-p0080-p0250,1.2614859834931271,0.379,2
p0161-p0257-p0026-p0151-p0335-p0169,1.3831505142403218,0.292,2
p0384-p0110-p0077-p0072-p0184-p0317,1.0591584166432328,0.5,2
p0206-p0117-p0176-p0379-p0146-p0084,1.1239145111204403,0.415,2
p0366-p0362-p0093-p0267-p0122-p0222,0.7661771729471809,0.664,2
p0143-p0360-p0135-p0039-p0372-p0210,0.8696168962980756,0.599,2
p0142-p0136-p0347-p0058-p0037-p0284,1.7305981591737998,0.106,2
p0321-p0232-p0226-p0205-p0140-p0159,0.6493936369026453,0.741,2
p0201-p0250-p0239-p0193-p0378-p0039,1.4730256217542923,0.222,2
p0257-p0248-p0191-p0011-p0282-p0362,2.3937584260551663,0.026,2
p0200-p0173-p0225-p0071-p0183-p0229,1.9127258051350746,0.054,2
p0100-p0039-p0005-p0290-p0015-p0064,1.8972919518909646,0.097,2
p0156-p0146-p0059-p0159-p0180-p0081,1.319970606364303,0.217,2
p0108-p0118-p0366-p0093-p0048-p0216,1.8755067631659776,0.07,2
p0110-p0003-p0166-p0369-p0057-p0394,1.5942285196107875,0.16,2
p0080-p0137-p0358-p0341-p0134-p0364,2.0893748740358027,0.066,2
p0391-p0175-p0128-p0033-p0282-p0011,0.6923034450631117,0.716,2
p0059-p0383-p0398-p0354-p0330-p0080,1.8058619777733569,0.059,2
p0199-p0161-p0207-p0323-p0196-p0361,1.3097334603299855,0.351,2
p0181-p0132-p0248-p0136-p0180-p0176,1.4915907727289808,0.153,2
p0206-p0232-p0310-p0185-p0134-p0216,1.0477340123260526,0.461,2
p0150-p0041-p0313-p0183-p0215-p0220,1.4145796160666273,0.319,2
p0256-p0227-p0174-p0266-p0182-p0369,1.109202930946559,0.439,2
p0344-p0309-p0258-p0220-p0256-p0277,2.3909723644821144,0.041,2
p0314-p0153-p0032-p0246-p0136-p0346,2.154549141711182,0.06,2
p0305-p0347-p0196-p0318-p0262-p0203,1.3625875723241785,0.317,2
p0063-p0115-p0099-p0144-p0195-p0112,1.1884314972943866,0.39,2
p0279-p0380-p0257-p0284-p0042-p0111,1.3389800294265606,0.302,2
p0265-p0189-p0397-p0228-p0020-p0160,1.7323899666838012,0.073,2
p0297-p0294-p0128-p0230-p0239-p0324,3.126352834078897,0.004,2
p0303-p0254-p0065-p0077-p0010-p0097,2.2622218137261383,0.011,2
p0395-p0063-p0041-p0151-p0366-p0288,1.2486174226418962,0.329,2
p0203-p0266-p0002-p0368-p0024-p0222,1.271116297710141,0.363,2
p0268-p0389-p0021-p0339-p0382-p0101,1.6179121545266804,0.199,2
p0386-p0075-p0247-p0337-p0134-p0025,1.013680150820353,0.513,2
p0206-p0182-p0008-p0107-p0327-p0299,1.4827109525317372,0.16,2
p0188-p0350-p0220-p0231-p0369-p0084,0.8461687666599397,0.595,2
p0308-p0082-p0209-p0241-p0063-p0313,1.8576766957973638,0.204,2
p0105-p0203-p0144-p0341-p0269-p0155,1.0802761098095572,0.531,2
p0307-p0029-p0011-p0015-p0138-p0008,0.9426535706508284,0.531,2
p0288-p0008-p0325-p0326-p0157-p0103,1.4629465006100335,0.177,2
p0087-p0219-p0020-p0379-p0058-p0364,2.1355228837054527,0.045,2
p0371-p0005-p0357-p0388-p0187-p0126,2.624815636274402,0.023,2
p0246-p0105-p0167-p0228-p0288-p0299,0.8916562926221936,0.572,2
p0342-p0299-p0236-p0210-p0207-p0287,0.3857218304244259,0.867,2
p0207-p0121-p0128-p0373-p0040-p0094,1.5175203003615436,0.263,2
p0101-p0009-p0325-p0216-p0132-p0040,0.1789775703317134,0.909,2
p0010-p0163-p0181-p0254-p0189-p0295,1.9004473296387896,0.066,2
p0351-p0084-p0258-p0162-p0119-p0293,0.6232062117439894,0.75,2
p0225-p0120-p0364-p0162-p0394-p0356,1.9202641299791292,0.097,2
p0175-p0266-p0252-p0113-p0139-p0233,1.3850856194167,0.175,2
p0114-p0150-p0083-p0297-p0178-p0017,2.3685984371002395,0.028,2
p0332-p0266-p0099-p0226-p0077-p0076,0.9626666457257798,0.546,2
p0185-p0095-p0026-p0258-p0254-p0024,1.2117851832090616,0.32,2
p0232-p0285-p0100-p0312-p0399-p0149,1.8761878508912335,0.208,2
p0338-p0092-p0046-p0029-p0386-p0248,1.2429570925176303,0.422,2
p0341-p0127-p0266-p0092-p0188-p0013,1.404610933984312,0.271,2
p0109-p0227-p0261-p0272-p0065-p0383,0.6666307876324673,0.724,2
p0192-p0350-p0372-p0352-p0029-p0036,-0.489810184141446,0.941,2
p0085-p0256-p0156-p0293-p0127-p0370,1.7983285873065094,0.093,2
p0338-p0086-p0059-p0198-p0017-p0379,1.6137930245705279,0.249,2
p0136-p0124-p0399-p0145-p0273-p0052,0.7111500435478851,0.709,2
p0054-p0110-p0103-p0100-p0375-p0129,2.416063560823266,0.019,2
p0087-p0248-p0346-p0127-p0079-p0123,1.655500616711546,0.108,2
p0369-p0074-p0348-p0396-p0313-p0016,1.7689977002483352,0.098,2
p0310-p0171-p0304-p0174-p0297-p0167,2.135842075508029,0.045,2
p0265-p0014-p0193-p0051-p0090-p0373,1.7139288139205302,0.153,2
p0225-p0372-p0373-p0005-p0204-p0060,-0.4139948022566059,0.968,2
p0342-p0173-p0124-p0076-p0315-p0184,1.7473585199635175,0.152,2
p0117-p0283-p0140-p0355-p0181-p0259,1.4120114184044392,0.296,2
p0311-p0093-p0016-p0267-p0141-p0282,1.6732807062891393,0.192,2
p0014-p0067-p0165-p0287-p0269-p0153,0.8425286741077987,0.605,2
p0163-p0033-p0317-p0206-p0352-p0065,1.1520572240375213,0.394,2
p0173-p0074-p0304-p0306-p0049-p0253,1.931562482306514,0.085,2
p0229-p0272-p0211-p0049-p0002-p0376,1.2962969283378991,0.312,2
p0036-p0230-p0355-p0084-p0124-p0262,1.8825624534189151,0.123,2
p0090-p0139-p0032-p0071-p0196-p0248,1.568703315866747,0.147,2
p0196-p0362-p0309-p0370-p0388-p0058,1.9761452531612864,0.144,2
p0140-p0299-p0375-p0294-p0179-p0339,1.6328028424289769,0.23,2
p0338-p0004-p0095-p0291-p0253-p0067,1.9184394937806348,0.084,2
p0274-p0324-p0041-p0358-p0120-p0035,2.1001529166433555,0.068,2
p0016-p0111-p0244-p0077-p0243-p0029,1.5541063185531285,0.099,2
p0378-p0205-p0325-p0379-p0264-p0232,0.4799872001088284,0.8,2
p0311-p0139-p0277-p0265-p0346-p0105,1.9754475037294938,0.067,2
p0290-p0219-p0330-p0260-p0259-p0032,1.1893412980043614,0.428,2
p0283-p0021-p0056-p0264-p0115-p0148,1.8770512576930707,0.083,2
p0132-p0026-p0103-p0068-p0233-p0232,0.9805748832073501,0.494,2
p0137-p0075-p0355-p0155-p0261-p0026,1.4363100058377904,0.258,2
p0255-p0363-p0073-p0361-p0300-p0149,1.705289617155825,0.212,2
p0208-p0041-p0247-p0315-p0390-p0043,1.7572999876147313,0.114,2
p0123-p0155-p0113-p0186-p0322-p0356,2.14155063137914,0.058,2
p0243-p0178-p0333-p0076-p0236-p0078,0.28981089620980477,0.929,2
p0312-p0041-p0129-p0304-p0112-p0326,3.332785821934572,0.046,2
p0237-p0121-p0055-p0023-p0306-p0080,1.4638127422171043,0.266,2
p0024-p0332-p0385-p0324-p0174-p0316,2.126080564446504,0.024,2
p0364-p0315-p0318-p0103-p0067-p0017,2.3367626412579954,0.042,2
p0116-p0127-p0037-p0384-p0173-p0020,1.5236899996592679,0.198,2
p0287-p0235-p0306-p0288-p0313-p0105,0.7859085261544346,0.62,2
p0035-p0283-p0124-p0292-p0050-p0262,0.5941289297181568,0.756,2
p0080-p0119-p0128-p0367-p0395-p0005,1.314747689120884,0.321,2
p0346-p0266-p0257-p0034-p0270-p0395,1.2487285327392843,0.392,2
p0259-p0215-p0030-p0307-p0136-p0303,1.7308331184223498,0.167,2
p0290-p0066-p0120-p0264-p0168-p0207,0.7566433073422715,0.659,2
p0220-p0207-p0175-p0255-p0147-p0351,1.537925781548875,0.228,2
p0066-p0220-p0056-p0178-p0097-p0132,0.8810190243392212,0.576,2
p0380-p0110-p0088-p0175-p0192-p0379,0.5056008203111864,0.813,2
p0270-p0399-p0138-p0241-p0024-p0108,1.8836744227954711,0.04,2
p0201-p0101-p0365-p0228-p0144-p0108,0.6607194063181777,0.708,2
p0092-p0016-p0279-p0344-p0262-p0091,1.040129753182213,0.486,2
p0273-p0306-p0168-p0391-p0319-p0375,0.866677301759886,0.606,2
p0243-p0079-p0252-p0298-p0325-p0075,1.6698792472603408,0.102,2
p0062-p0154-p0024-p0128-p0342-p0290,1.5476216286185505,0.255,2
p0321-p0230-p0178-p0095-p0085-p0119,1.937768420775266,0.071,2
p0372-p0226-p0131-p0261-p0109-p0141,0.4943575906998067,0.778,2
p0127-p0142-p0217-p0015-p0097-p0180,0.991044420290345,0.52,2
p0223-p0369-p0055-p0024-p0147-p0042,2.4509164391005114,0.009,2
p0346-p0001-p0270-p0266-p0100-p0136,2.1485115151301044,0.018,2
p0025-p0391-p0341-p0386-p0358-p0111,1.210585230429574,0.401,2
p0252-p0026-p0345-p0258-p0182-p0017,0.9944432422801486,0.539,2
p0333-p0340-p0388-p0086-p0252-p0287,-0.17571464780868226,0.947,2
p0071-p0356-p0052-p0384-p0246-p0214,1.2292091479521547,0.415,2
p0327-p0162-p0167-p0278-p0107-p0011,0.5212579443013103,0.82,2
p0124-p0238-p0211-p0030-p0236-p0243,2.0284880627233552,0.09,2
p0128-p0201-p0115-p0395-p0174-p0303,1.492720936130413,0.257,2
p0230-p0305-p0323-p0337-p0125-p0179,0.8854875515237703,0.576,2
p0121-p0178-p0124-p0038-p0389-p0157,1.0848206202347197,0.491,2
p0325-p0150-p0247-p0108-p0318-p0366,2.123528828631978,0.067,2
p0356-p0308-p0041-p0298-p0045-p0355,2.016347857338575,0.162,2
p0278-p0316-p0037-p0272-p0326-p0383,1.0242172340959874,0.509,2
p0125-p0106-p0337-p0238-p0084-p0243,1.8862512349553435,0.061,2
p0397-p0308-p0203-p0090-p0283-p0257,2.082000611461793,0.146,2
p0227-p0096-p0031-p0121-p0182-p0020,1.4581517003949762,0.265,2
p0339-p0015-p0107-p0264-p0357-p0116,2.0124830709239387,0.044,2
p0254-p0057-p0348-p0146-p0056-p0021,1.4502313531931819,0.164,2
p0370-p0272-p0163-p0176-p0202-p0055,1.509117990125805,0.208,2
p0211-p0236-p0317-p0326-p0010-p0293,1.2607068975711442,0.315,2
p0398-p0136-p0133-p0003-p0025-p0098,1.614054245506863,0.109,2
p0074-p0035-p0265-p0051-p0204-p0362,1.285339906551733,0.313,2
p0190-p0099-p0392-p0028-p0045-p0159,1.3663969049160516,0.297,2
p0356-p0049-p0345-p0160-p0211-p0191,1.8970268843019187,0.123,2
p0328-p0015-p0262-p0028-p0342-p0207,0.7719889765215758,0.658,2
p0282-p0019-p0081-p0330-p0291-p0161,0.9225865858448649,0.567,2
p0063-p0088-p0231-p0372-p0111-p0178,-0.7153001407451545,0.971,2
p0086-p0350-p0185-p0332-p0271-p0066,0.9868046323008858,0.5,2
p0345-p0388-p0381-p0268-p0304-p0258,0.5464036061716305,0.693,2
p0025-p0057-p0252-p0019-p0021-p0308,1.212923959237527,0.413,2
p0059-p0073-p0375-p0180-p0108-p0090,2.058704213835114,0.022,2
p0134-p0011-p0151-p0266-p0372-p0319,-0.18702592956511374,0.924,2
p0070-p0203-p0071-p0116-p0219-p0014,2.463219210077319,0.017,2
p0022-p0328-p0031-p0332-p0325-p0175,1.6434514124037507,0.106,2
p0288-p0217-p0007-p0273-p0397-p0323,1.1995134905244575,0.374,2
p0221-p0103-p0262-p0089-p0106-p0319,1.5734091621178912,0.116,2
p0197-p0198-p0192-p0397-p0175-p0018,1.541243142590167,0.232,2
p0286-p0198-p0073-p0252-p0373-p0104,0.5867505334728134,0.715,2
p0306-p0177-p0220-p0096-p0334-p0339,1.284664660786047,0.362,2
p0312-p0143-p0186-p0162-p0380-p0157,1.6540042414659495,0.282,2
p0217-p0395-p0058-p0144-p0388-p0095,0.6360419330146208,0.71,2
p0346-p0396-p0348-p0197-p0290-p0252,1.7262503142384125,0.183,2
p0373-p0392-p0120-p0029-p0399-p0147,2.0677952681491023,0.073,2
p0090-p0149-p0192-p0161-p0173-p0038,1.4824726037063674,0.151,2
p0079-p0393-p0217-p0180-p0119-p0298,1.2922257132112795,0.294,2
p0343-p0243-p0069-p0328-p0375-p0315,2.3824818785813067,0.011,2
p0007-p0148-p0001-p0308-p0217-p0258,0.9639095009661396,0.566,2
p0150-p0116-p0009-p0307-p0036-p0051,1.4603149554768409,0.229,2
p0051-p0225-p0241-p0131-p0068-p0000,1.3011244420261865,0.255,2
p0280-p0031-p0171-p0260-p0198-p0289,1.4677282921379504,0.274,2
p0306-p0357-p0189-p0057-p0314-p0286,0.43481284043390117,0.827,2
p0207-p0330-p0278-p0075-p0268-p0371,0.9352946522083168,0.583,2
p0396-p0388-p0229-p0078-p0292-p0347,0.6352307702461465,0.71,2
p0289-p0355-p0021-p0112-p0235-p0391,1.0965459046844632,0.452,2
p0145-p0018-p0238-p0393-p0163-p0041,2.1706623343741454,0.03,2
p0160-p0285-p0243-p0154-p0004-p0221,1.123353290721459,0.464,2
p0129-p0155-p0006-p0352-p0265-p0091,1.3387814988310858,0.363,2
p0350-p0089-p0190-p0259-p0309-p0337,2.570774251610738,0.032,2
p0371-p0231-p0232-p0345-p0100-p0167,0.9856470005614898,0.57,2
p0320-p0035-p0095-p0284-p0077-p0007,0.9018716909772792,0.625,2
p0308-p0011-p0027-p0310-p0014-p0351,0.43425922453037585,0.788,2
p0153-p0001-p0348-p0103-p0255-p0131,2.1391591332983992,0.055,2
p0373-p0272-p0007-p0247-p0055-p0315,0.7495887839932074,0.658,2
p0342-p0195-p0366-p0029-p0358-p0119,1.7965958107422604,0.144,2
p0168-p0149-p0065-p0303-p0190-p0028,0.7305372253149219,0.684,2
p0082-p0262-p0148-p0189-p0211-p0278,1.1874236939106741,0.411,2
p0389-p0367-p0108-p0339-p0057-p0360,1.829286851512017,0.167,2
p0046-p0338-p0118-p0211-p0213-p0325,1.2530886763718465,0.358,2
p0152-p0366-p0131-p0002-p0264-p0114,1.8661146329102531,0.075,2
p0155-p0092-p0142-p0186-p0081-p0153,1.2486589543490756,0.311,2
p0059-p0148-p0016-p0316-p0305-p0175,1.3082792631352076,0.27,2
p0141-p0079-p0200-p0125-p0069-p0375,2.0291962770805503,0.028,2
p0076-p0246-p0369-p0323-p0279-p0006,1.709784527405789,0.181,2
p0183-p0206-p0112-p0001-p0115-p0321,1.4399152801738984,0.237,2
p0241-p0059-p0183-p0064-p0108-p0181,1.8451163509218433,0.076,2
p0118-p0365-p0271-p0138-p0055-p0397,1.6238164360808476,0.107,2
p0327-p0042-p0267-p0100-p0246-p0227,0.7012018090252164,0.723,2
p0333-p0156-p0141-p0052-p0194-p0330,0.9277380794762392,0.557,2
p0081-p0346-p0070-p0188-p0304-p0031,2.2693399897333086,0.018,2
p0391-p0118-p0396-p0255-p0013-p0124,1.766361207509256,0.172,2
p0270-p0259-p0149-p0104-p0159-p0332,2.2507901713008076,0.031,2
p0333-p0028-p0020-p0243-p0092-p0103,1.044695999790784,0.485,2
p0290-p0004-p0027-p0110-p0237-p0032,0.869578409762896,0.602,2
p0157-p0093-p0261-p0366-p0260-p0163,1.3663554134569027,0.288,2
p0303-p0102-p0168-p0037-p0081-p0187,0.9046301505213447,0.586,2
p0253-p0010-p0293-p0048-p0047-p0354,1.5374550401215012,0.212,2
p0396-p0207-p0203-p0244-p0145-p0273,0.7677713927234001,0.647,2
p0211-p0260-p0351-p0032-p0015-p0308,0.6420872551351114,0.664,2
p0114-p0314-p0059-p0339-p0062-p0389,1.9869499998816824,0.063,2
p0009-p0203-p0325-p0184-p0357-p0318,0.8606117757971532,0.607,2
p0303-p0092-p0287-p0107-p0269-p0101,1.6401946584695948,0.164,2
p0094-p0279-p0390-p0107-p0151-p0326,1.5639933210249368,0.154,2
p0045-p0021-p0124-p0012-p0066-p0102,1.9600678834055465,0.068,2
p0300-p0384-p0271-p0345-p0055-p0089,1.9275129678864464,0.153,2
p0144-p0350-p0175-p0259-p0185-p0274,0.4433300974359476,0.795,2
p0200-p0305-p0274-p0173-p0216-p0107,1.2252718901552575,0.386,2
p0125-p0036-p0074-p0068-p0203-p0265,0.869511730618544,0.591,2
p0111-p0078-p0313-p0163-p0337-p0297,2.483372205344602,0.024,2
p0149-p0087-p0084-p0104-p0381-p0280,1.5049096410455607,0.147,2
p0147-p0145-p0338-p0214-p0154-p0038,1.0322666700889416,0.515,2
p0000-p0250-p0226-p0295-p0031-p0137,1.8841379082122995,0.083,2
p0351-p0221-p0345-p0194-p0061-p0371,1.021899998585678,0.52,2
p0325-p0111-p0013-p0255-p0066-p0190,1.6869865817555985,0.16,2
p0084-p0361-p0358-p0087-p0305-p0080,1.2428091194754556,0.336,2
p0012-p0307-p0187-p0215-p0196-p0160,2.7374998431655717,0.014,2
p0327-p0098-p0069-p0387-p0363-p0080,2.0318106898338906,0.08,2
p0111-p0017-p0391-p0089-p0103-p0059,0.995195508174164,0.497,2
p0058-p0205-p0231-p0375-p0196-p0028,2.5874527978731803,0.009,2
p0152-p0085-p0017-p0136-p0115-p0192,1.9559495838636292,0.084,2
p0388-p0391-p0202-p0189-p0177-p0081,0.4222101296640613,0.819,2
p0350-p0334-p0364-p0291-p0052-p0185,0.4051597732115127,0.841,2
p0230-p0223-p0265-p0268-p0195-p0085,2.174337099742372,0.052,2
p0269-p0384-p0264-p0198-p0220-p0321,1.3091839839396464,0.383,2
p0067-p0078-p0083-p0297-p0006-p0252,2.6899025074032643,0.005,2
p0024-p0061-p0121-p0352-p0030-p0007,2.1466961354530425,0.054,2
p0095-p0017-p0358-p0083-p0134-p0085,1.4207248864576478,0.21,2
p0116-p0064-p0153-p0249-p0045-p0069,2.603931668056528,0.015,2
p0116-p0341-p0256-p0358-p0390-p0270,1.6390465453058911,0.179,2
p0305-p0150-p0004-p0152-p0168-p0179,0.3930373016083133,0.833,2
p0173-p0250-p0259-p0215-p0120-p0278,2.430739958368232,0.039,2
p0106-p0227-p0288-p0185-p0127-p0256,0.8056612861024336,0.641,2
p0127-p0205-p0089-p0107-p0057-p0361,1.7860237697045325,0.054,2
p0169-p0345-p0194-p0253-p0113-p0214,2.2534601624606077,0.044,2
p0225-p0264-p0091-p0016-p0391-p0200,0.6833444987662753,0.696,2
p0314-p0074-p0107-p0311-p0037-p0000,2.2975026880699474,0.02,2
p0290-p0025-p0182-p0248-p0247-p0284,1.015598518053815,0.51,2
p0019-p0136-p0108-p0001-p0395-p0320,1.4863579851218114,0.177,2
p0328-p0132-p0362-p0361-p0286-p0034,-0.20808720580347112,0.971,2
p0005-p0299-p0316-p0113-p0135-p0393,1.6520673827423447,0.073,2
p0255-p0361-p0144-p0028-p0219-p0148,1.10390847090488,0.477,2
p0295-p0225-p0268-p0088-p0290-p0389,1.8162669796179634,0.121,2
p0131-p0311-p0304-p0084-p0347-p0140,1.7628310871327528,0.072,2
p0361-p0213-p0346-p0128-p0266-p0183,1.89356029211681,0.112,2
p0382-p0091-p0118-p0182-p0263-p0110,1.5016776080421725,0.239,2
