gene, test statistic, p-value, number of groups
p0254-p0371-p0136,1.4999814029805385,0.136,2
p0220-p0189-p0086,1.9312951144712796,0.036,2
p0065-p0371-p0278,0.919600319660228,0.546,2
p0207-p0250-p0312,3.74064893570452,0.032,2
p0381-p0197-p0209,0.9606739656237956,0.542,2
p0383-p0000-p0265,1.0680640558887973,0.445,2
p0206-p0223-p0238,2.511304398458696,0.009,2
p0165-p0045-p0395,0.7312028362428151,0.703,2
p0027-p0193-p0120,1.9195943564959312,0.05,2
p0112-p0272-p0222,0.9743379961593109,0.525,2
p0219-p0033-p0328,0.8292752448327931,0.653,2
p0371-p0115-p0165,1.7387097540645358,0.128,2
p0200-p0395-p0246,0.670599048338304,0.718,2
p0133-p0076-p0366,1.5267744825511758,0.131,2
p0018-p0279-p0025,1.6185557278567144,0.056,2
p0261-p0294-p0232,1.5407240536109625,0.275,2
p0012-p0011-p0077,0.84644105191129,0.613,2
p0333-p0032-p0312,1.9792885729133975,0.19,2
p0205-p0079-p0092,2.063936520914193,0.019,2
p0348-p0358-p0213,0.7625396846810124,0.718,2
p0224-p0232-p0274,0.7780027473681078,0.682,2
p0373-p0188-p0267,0.9721020710235636,0.553,2
p0225-p0168-p0139,0.11047601540545772,0.946,2
p0077-p0257-p0285,0.2775679084974478,0.819,2
p0354-p0387-p0383,1.4220980507312444,0.146,2
p0230-p0008-p0141,1.9346374886127007,0.07,2
p0019-p0156-p0011,0.9366656848270936,0.542,2
p0142-p0315-p0169,1.6682362535333344,0.094,2
p0002-p0386-p0116,1.1431112236415748,0.437,2
p0288-p0129-p0286,-0.1450533157738766,0.917,2
p0104-p0075-p0363,3.1163515927274177,0.017,2
p0117-p0221-p0049,1.423908440611614,0.184,2
p0102-p0016-p0229,1.3090018715204115,0.301,2
p0174-p0159-p0290,1.312686903462694,0.318,2
p0127-p0362-p0180,1.2919092496479847,0.278,2
p0373-p0235-p0023,1.4957176633045093,0.209,2
p0297-p0222-p0001,2.39721041028552,0.033,2
p0120-p0230-p0180,2.4173867108346156,0.02,2
p0288-p0338-p0375,2.740196292297034,0.01,2
p0123-p0171-p0250,0.952368701830865,0.531,2
p0324-p0107-p0096,0.9406119263625633,0.576,2
p0229-p0075-p0133,1.1682993649692726,0.427,2
p0254-p0224-p0153,1.3298017938936721,0.234,2
p0022-p0343-p0381,1.377706964750351,0.204,2
p0317-p0292-p0291,1.5624231933208876,0.088,2
p0008-p0184-p0204,0.5764843539107527,0.818,2
p0091-p0141-p0283,1.1545672925258792,0.403,2
p0175-p0068-p0188,0.85018459538662,0.631,2
p0050-p0089-p0207,1.228484029136336,0.291,2
p0222-p0210-p0017,0.27227202967980213,0.872,2
p0143-p0165-p0063,1.619229514431311,0.131,2
p0285-p0354-p0321,1.1415290278825563,0.434,2
p0110-p0079-p0135,1.4698994914624421,0.092,2
p0079-p0230-p0064,1.6779957231847533,0.146,2
p0048-p0162-p0001,1.3786415778177468,0.178,2
p0387-p0151-p0163,1.6468771725996554,0.104,2
p0202-p0362-p0196,2.1183736936486084,0.064,2
p0000-p0052-p0135,0.8954924530421344,0.633,2
p0244-p0277-p0133,0.9626087539813781,0.55,2
p0019-p0058-p0304,0.9663427714112581,0.539,2
p0173-p0177-p0243,1.747526882625536,0.044,2
p0348-p0161-p0042,1.3475620317476817,0.175,2
p0014-p0341-p0070,1.7432175867381186,0.149,2
p0370-p0143-p0394,2.0422857054767563,0.114,2
p0012-p0367-p0242,2.1602390996724377,0.115,2
p0180-p0174-p0103,1.4694479736039012,0.165,2
p0085-p0205-p0167,1.2137976673444721,0.342,2
p0077-p0384-p0370,1.313958219070854,0.346,2
p0358-p0345-p0080,1.0170553170549894,0.536,2
p0039-p0189-p0272,1.7173601265351066,0.063,2
p0004-p0250-p0083,1.4311328762565991,0.191,2
p0005-p0023-p0171,1.581800172855142,0.074,2
p0232-p0046-p0159,0.5382627933337152,0.895,2
p0381-p0042-p0323,0.9735809512694974,0.508,2
p0284-p0271-p0249,1.8509037282295417,0.143,2
p0179-p0225-p0171,0.4028065079969514,0.907,2
p0137-p0204-p0095,0.9019833046568753,0.612,2
p0363-p0266-p0171,1.6648079929872053,0.22,2
p0121-p0201-p0243,1.0442422806659162,0.519,2
p0136-p0195-p0396,1.256555499726718,0.246,2
p0040-p0338-p0394,1.0610490765847793,0.493,2
p0094-p0071-p0339,1.3884797295172029,0.283,2
p0012-p0005-p0221,1.3697711860594117,0.235,2
p0043-p0280-p0116,1.3685622609441759,0.152,2
p0027-p0134-p0258,1.064572888396918,0.397,2
p0383-p0380-p0272,0.4353199601725314,0.867,2
p0148-p0317-p0293,1.0419270729252408,0.525,2
p0074-p0344-p0337,0.6741959114589504,0.776,2
p0280-p0161-p0364,2.232031990347206,0.008,2
p0194-p0029-p0178,1.3135472133575736,0.246,2
p0392-p0178-p0041,0.7484952011123115,0.704,2
p0200-p0195-p0155,0.631875149817946,0.809,2
p0273-p0348-p0344,0.2893446130561432,0.928,2
p0077-p0226-p0304,0.1300648006514429,0.95,2
p0066-p0247-p0191,1.146417897176474,0.426,2
p0325-p0198-p0395,1.6439980707520332,0.197,2
p0217-p0327-p0210,0.5355107042017754,0.835,2
p0376-p0260-p0159,0.7689971065407407,0.7,2
p0136-p0068-p0183,1.776365913856853,0.071,2
p0396-p0186-p0310,0.9722674485272955,0.516,2
p0232-p0343-p0342,2.172851941844615,0.047,2
p0297-p0003-p0246,2.5843106135878218,0.025,2
p0373-p0317-p0206,1.1725896214273,0.445,2
p0164-p0186-p0310,0.34423699890309295,0.906,2
p0075-p0231-p0062,0.48505027235408954,0.868,2
p0325-p0378-p0002,1.3479577730740806,0.286,2
p0139-p0392-p0209,1.0002750244082876,0.598,2
p0034-p0328-p0114,1.0500112281861238,0.439,2
p0108-p0001-p0239,1.848049658655352,0.035,2
p0292-p0101-p0073,1.0123074195846664,0.486,2
p0146-p0334-p0236,1.051111556353121,0.482,2
p0288-p0143-p0144,1.2251554287756115,0.413,2
p0051-p0242-p0195,1.6499450331319774,0.146,2
p0199-p0292-p0243,1.0912108655068586,0.506,2
p0207-p0351-p0099,-0.023166351772029567,0.965,2
p0127-p0300-p0114,1.4986720444614035,0.101,2
p0386-p0197-p0079,0.8555189841636155,0.616,2
p0289-p0129-p0231,-0.011159735952058825,0.907,2
p0007-p0192-p0182,0.40937052576927885,0.888,2
p0182-p0129-p0366,0.6192561391979879,0.758,2
p0254-p0095-p0221,1.6212992970307807,0.084,2
p0193-p0382-p0046,1.283610637302444,0.252,2
p0138-p0135-p0105,1.5944295983382917,0.072,2
p0254-p0226-p0319,0.6874240935140831,0.735,2
p0026-p0257-p0082,1.3309238581174367,0.334,2
p0312-p0169-p0211,2.511429848385327,0.11,2
p0020-p0021-p0094,1.5839418314307647,0.073,2
p0370-p0373-p0155,1.004961194657383,0.58,2
p0393-p0064-p0309,3.7826054561716678,0.004,2
p0030-p0370-p0348,1.3718959837776163,0.284,2
p0133-p0102-p0372,0.8883094380245852,0.571,2
p0365-p0330-p0315,1.3646995044408667,0.223,2
p0350-p0124-p0076,0.7712246084125344,0.615,2
p0285-p0193-p0341,0.776268640821585,0.643,2
p0249-p0128-p0200,2.0972367665260454,0.068,2
p0199-p0149-p0344,0.9163852678462757,0.583,2
p0101-p0127-p0330,0.8335065640217977,0.654,2
p0244-p0126-p0070,1.5642701596720738,0.153,2
p0120-p0239-p0000,1.5441393715185217,0.177,2
p0298-p0207-p0343,1.1276645169604855,0.418,2
p0364-p0143-p0147,2.397477966768587,0.016,2
p0183-p0282-p0152,1.457010947387319,0.299,2
p0183-p0193-p0144,1.3235910032856542,0.29,2
p0356-p0156-p0347,1.3025844041308223,0.266,2
p0108-p0371-p0120,1.451376027564444,0.259,2
p0084-p0103-p0372,0.2566680404904418,0.848,2
p0145-p0064-p0086,1.511669903605287,0.122,2
p0110-p0180-p0129,0.7308543269987787,0.744,2
p0392-p0226-p0323,1.1410769886890022,0.472,2
p0133-p0016-p0222,1.1821635884498178,0.368,2
p0290-p0157-p0318,1.526968915745268,0.316,2
p0076-p0337-p0025,1.4857308882129656,0.142,2
p0395-p0095-p0077,1.3127445311733585,0.286,2
p0338-p0398-p0344,0.9727818003801676,0.552,2
p0201-p0168-p0136,0.7243995078872909,0.693,2
p0307-p0046-p0208,0.8625007711006422,0.64,2
p0005-p0176-p0235,0.9793634772037064,0.531,2
p0365-p0361-p0144,0.7318244297029829,0.76,2
p0235-p0358-p0152,1.5410760919955546,0.207,2
p0027-p0040-p0323,0.8388032465592477,0.687,2
p0118-p0071-p0031,1.30062729282717,0.186,2
p0025-p0102-p0204,1.1237003346688283,0.36,2
p0045-p0355-p0036,1.2327138190600433,0.312,2
p0102-p0159-p0082,0.40906753971956383,0.924,2
p0138-p0077-p0007,1.0872445382532245,0.43,2
p0015-p0214-p0174,1.3184061463453962,0.251,2
p0291-p0346-p0011,1.9174969392328205,0.061,2
p0089-p0350-p0058,1.7454128484585762,0.073,2
p0022-p0201-p0323,0.7998365780774918,0.643,2
p0028-p0219-p0035,0.4292176390138049,0.836,2
p0038-p0238-p0352,3.0522901712977313,0.004,2
p0270-p0236-p0141,1.411320461596859,0.122,2
p0031-p0222-p0017,1.138511271293435,0.427,2
p0282-p0269-p0255,2.1848428972281346,0.05,2
p0209-p0210-p0096,1.5824654744853077,0.106,2
p0123-p0097-p0071,1.5911862839514237,0.061,2
p0172-p0338-p0335,1.527838164430287,0.172,2
p0201-p0198-p0076,1.2337782024435868,0.393,2
p0204-p0214-p0144,0.10227846755892592,0.938,2
p0154-p0141-p0230,1.9392325376167117,0.063,2
p0213-p0168-p0255,1.6825222463729532,0.172,2
p0103-p0187-p0110,2.4212826817648914,0.026,2
p0117-p0050-p0373,1.1429770573001579,0.445,2
p0008-p0262-p0048,1.21394791610974,0.353,2
p0100-p0086-p0061,2.0454078095362735,0.018,2
p0348-p0006-p0150,1.3083025026508142,0.311,2
p0226-p0164-p0113,1.0116449563504193,0.513,2
p0021-p0126-p0234,2.434726042430665,0.025,2
p0216-p0320-p0069,1.1734630064837002,0.374,2
p0396-p0284-p0143,1.7606916377470219,0.119,2
p0170-p0138-p0283,1.319852024046506,0.249,2
p0284-p0151-p0390,1.5094226055642481,0.175,2
p0078-p0042-p0235,1.1906840386254602,0.323,2
p0181-p0277-p0186,0.9087665324668374,0.557,2
p0108-p0321-p0142,1.725071722117046,0.09,2
p0147-p0199-p0152,1.3015672563247844,0.403,2
p0394-p0259-p0095,1.7042066357582055,0.185,2
p0223-p0257-p0184,1.5733995879213178,0.196,2
p0380-p0225-p0216,1.20280040589239,0.37,2
p0110-p0379-p0157,-0.14360790175429963,0.947,2
p0216-p0122-p0396,1.488639046105309,0.177,2
p0166-p0067-p0258,1.038809438694042,0.481,2
p0270-p0234-p0048,2.006924850333322,0.026,2
p0196-p0258-p0037,1.2569336877998398,0.242,2
p0323-p0274-p0326,1.5224195361459147,0.198,2
p0327-p0267-p0242,0.3891115864863087,0.789,2
p0015-p0256-p0386,1.1846632874725258,0.431,2
p0169-p0248-p0333,0.8992313958892819,0.576,2
p0129-p0157-p0026,0.6311368338032818,0.743,2
p0318-p0089-p0156,1.6426534465910403,0.139,2
p0077-p0318-p0216,1.486121964198213,0.259,2
p0046-p0117-p0106,0.6711926154701313,0.814,2
p0391-p0202-p0033,1.218434404136335,0.336,2
p0382-p0100-p0111,1.4582878606871534,0.157,2
p0038-p0006-p0292,0.7784994008023773,0.728,2
p0094-p0387-p0026,1.2934261065431742,0.263,2
p0000-p0026-p0161,1.097285947811721,0.415,2
p0285-p0252-p0131,0.8638506466565896,0.636,2
p0167-p0311-p0012,2.7768112340259443,0.011,2
p0071-p0387-p0141,1.5107999045138325,0.119,2
p0169-p0274-p0122,1.3836041593238726,0.248,2
p0150-p0334-p0124,1.3863484855347392,0.301,2
p0328-p0004-p0080,0.8966434756097278,0.62,2
p0161-p0056-p0048,1.0635160725528403,0.447,2
p0398-p0343-p0041,1.9101320688815073,0.038,2
p0126-p0130-p0330,0.902065830579369,0.589,2
p0266-p0173-p0083,1.1242102111308434,0.372,2
p0202-p0386-p0342,1.5309383709383662,0.219,2
p0045-p0360-p0129,0.6947540118281836,0.676,2
p0295-p0041-p0237,1.3553308451615738,0.265,2
p0177-p0291-p0361,1.7094984275639287,0.077,2
p0366-p0033-p0130,1.1585424024751287,0.34,2
p0169-p0025-p0348,1.6042732529936954,0.092,2
p0370-p0367-p0225,1.589033578230754,0.267,2
p0163-p0213-p0341,1.805838940023144,0.095,2
p0151-p0316-p0152,1.5642395363713648,0.178,2
p0069-p0131-p0184,1.4296520682446583,0.183,2
p0131-p0197-p0036,0.9193618511272484,0.585,2
p0011-p0233-p0039,1.5797240011839344,0.087,2
p0381-p0262-p0105,0.4979410151173208,0.85,2
p0316-p0364-p0229,1.8432839207462266,0.103,2
p0045-p0371-p0317,1.3131848039067207,0.254,2
p0173-p0273-p0380,1.3785988035974295,0.256,2
p0365-p0236-p0372,-0.6650438742286517,0.954,2
p0150-p0061-p0031,2.2712413637187763,0.013,2
p0375-p0008-p0194,1.889556459501608,0.057,2
p0164-p0223-p0182,0.6855464487216593,0.724,2
p0032-p0020-p0395,0.418307422548348,0.835,2
p0395-p0091-p0260,0.30108969960557314,0.809,2
p0073-p0347-p0333,0.11326608728701372,0.961,2
p0046-p0292-p0099,0.431023376700204,0.89,2
p0252-p0000-p0117,1.4459188008338884,0.131,2
p0010-p0290-p0256,1.5384065381793393,0.2,2
p0239-p0019-p0284,1.1243244376361257,0.464,2
p0102-p0070-p0086,1.8959155082667272,0.027,2
p0206-p0208-p0122,1.6465410844846093,0.114,2
p0368-p0136-p0375,1.7505404837259697,0.121,2
p0310-p0258-p0265,1.1407817886624692,0.378,2
p0052-p0091-p0289,0.5009086572329856,0.755,2
p0100-p0051-p0287,1.111470925254346,0.415,2
p0068-p0268-p0261,1.1986937871779164,0.365,2
p0124-p0258-p0141,1.3201735190954356,0.27,2
p0135-p0147-p0112,1.582863103755485,0.112,2
p0247-p0044-p0375,2.3908237094774787,0.014,2
p0128-p0090-p0313,1.7219181745439596,0.133,2
p0290-p0146-p0068,1.229849909547093,0.39,2
p0147-p0100-p0102,1.5716919405701073,0.143,2
p0295-p0203-p0382,1.3764921427950778,0.247,2
p0061-p0189-p0056,1.7941730013312185,0.036,2
p0032-p0161-p0380,0.3557748620879737,0.937,2
p0222-p0185-p0278,0.7899583104883365,0.638,2
p0070-p0105-p0366,2.067302428213203,0.024,2
p0289-p0077-p0008,1.5944804770448833,0.134,2
p0264-p0352-p0078,0.8920763410238495,0.609,2
p0226-p0355-p0045,0.9216935688244241,0.564,2
p0364-p0034-p0198,2.080662096115843,0.057,2
p0025-p0364-p0074,1.8233302946590726,0.044,2
p0228-p0059-p0070,1.7509038429281016,0.057,2
p0226-p0219-p0348,0.4089256251067064,0.853,2
p0376-p0356-p0362,2.6950933167661155,0.013,2
p0018-p0347-p0351,0.5077865565367796,0.856,2
p0227-p0023-p0122,0.3877095126149997,0.914,2
p0272-p0285-p0385,0.46328804852954325,0.825,2
p0122-p0306-p0320,1.10853714253712,0.499,2
p0058-p0274-p0194,1.8160752296168259,0.122,2
p0252-p0001-p0358,1.7255398456784454,0.108,2
p0048-p0186-p0084,1.302618693810023,0.271,2
p0093-p0311-p0104,2.2763703728572935,0.02,2
p0203-p0208-p0148,1.3443823090604885,0.381,2
p0346-p0083-p0369,1.889343616753721,0.059,2
p0185-p0201-p0272,0.39316725101266714,0.897,2
p0037-p0328-p0338,1.0917120326161565,0.454,2
p0076-p0180-p0092,1.4180626653874622,0.132,2
p0380-p0273-p0088,1.3869525236557076,0.225,2
p0330-p0163-p0064,1.3445891039948532,0.166,2
p0074-p0170-p0242,1.321152009482849,0.343,2
p0194-p0159-p0255,2.6787093862074056,0.007,2
p0181-p0109-p0235,1.5356184478687522,0.145,2
p0123-p0286-p0161,0.5017540731817303,0.871,2
p0351-p0111-p0317,0.4367295011300029,0.878,2
p0205-p0145-p0149,0.846903362549392,0.626,2
p0108-p0026-p0326,2.166560224771378,0.013,2
p0375-p0032-p0260,0.5528654260086564,0.802,2
p0345-p0115-p0101,1.568898882141664,0.217,2
p0008-p0198-p0061,2.156386969565196,0.05,2
p0184-p0369-p0227,1.1994578196401031,0.335,2
p0072-p0301-p0062,1.435189823497001,0.138,2
p0238-p0104-p0233,2.633360583167361,0.006,2
p0303-p0001-p0090,1.8984693901544925,0.03,2
p0217-p0183-p0219,0.9976278417820439,0.561,2
p0030-p0108-p0235,1.461564981781356,0.124,2
p0091-p0229-p0123,1.4175833026492421,0.216,2
p0089-p0371-p0227,0.5229755491668947,0.833,2
p0234-p0298-p0174,1.171210844757708,0.376,2
p0361-p0213-p0181,0.68452941984354,0.753,2
p0260-p0244-p0182,0.7520689453872974,0.703,2
p0268-p0008-p0197,0.6265609697867919,0.814,2
p0398-p0315-p0187,2.7361761369253856,0.021,2
p0372-p0312-p0153,0.477574704028738,0.692,2
p0150-p0156-p0028,1.2479425023306976,0.316,2
p0380-p0055-p0077,1.4944571716674606,0.169,2
p0335-p0338-p0075,1.1497530035080181,0.406,2
p0065-p0157-p0264,0.5051000812644008,0.877,2
p0291-p0282-p0104,1.4579277629158143,0.208,2
p0294-p0356-p0054,0.8721490637892028,0.607,2
p0279-p0367-p0288,0.9312166869978634,0.573,2
p0109-p0303-p0347,2.4054660232931697,0.005,2
p0006-p0075-p0250,1.4930959418414296,0.174,2
p0153-p0328-p0009,1.0199661071971404,0.469,2
p0035-p0362-p0163,1.820063418723992,0.088,2
p0177-p0272-p0278,1.1306966971374701,0.414,2
p0122-p0321-p0031,1.937345906532233,0.041,2
p0237-p0219-p0375,1.194913454445988,0.435,2
p0383-p0292-p0034,1.401069739177329,0.13,2
p0390-p0019-p0118,2.0701240586215954,0.021,2
p0335-p0092-p0226,1.0719909651071562,0.431,2
p0074-p0163-p0159,1.5233839362520478,0.111,2
p0295-p0334-p0060,1.2322938420427865,0.349,2
p0157-p0233-p0153,0.967564991907077,0.56,2
p0372-p0137-p0068,-0.23176999577325524,0.922,2
p0134-p0347-p0060,0.9922497739277908,0.484,2
p0216-p0249-p0007,1.4778385286059683,0.29,2
p0211-p0037-p0250,1.3368748316938959,0.324,2
p0009-p0097-p0247,1.4475090884441226,0.119,2
p0345-p0250-p0379,1.0256675418523007,0.539,2
p0141-p0249-p0333,1.6028774696001262,0.258,2
p0164-p0103-p0027,1.3985978654320512,0.207,2
p0022-p0197-p0000,1.3693505593595001,0.168,2
p0382-p0154-p0104,1.6014695538801684,0.081,2
p0346-p0386-p0312,4.7299496335919144,0.013,2
p0197-p0199-p0203,1.3506824833413391,0.356,2
p0193-p0394-p0144,0.9591781123237297,0.551,2
p0149-p0193-p0366,1.5597279022337276,0.131,2
p0145-p0015-p0010,0.8648458804598456,0.615,2
p0370-p0313-p0262,1.183892531413948,0.491,2
p0288-p0001-p0340,0.5206659564753473,0.807,2
p0199-p0185-p0369,1.1852149428465362,0.438,2
p0039-p0334-p0012,1.8444207470901928,0.06,2
p0176-p0008-p0376,1.4564668759538018,0.194,2
p0166-p0193-p0155,1.1045941911465451,0.384,2
p0320-p0061-p0113,1.6781151948000865,0.045,2
p0365-p0348-p0074,1.616788934207701,0.102,2
p0208-p0149-p0295,1.6208691411353275,0.244,2
p0090-p0386-p0272,1.5231208122259852,0.198,2
p0057-p0265-p0377,0.5741142756978616,0.791,2
p0308-p0244-p0062,1.6403203760033416,0.225,2
p0007-p0209-p0340,1.4116875257841324,0.203,2
p0309-p0208-p0029,3.6232848320773043,0.001,2
p0029-p0138-p0052,1.5507653636447032,0.104,2
p0189-p0000-p0152,1.4693108902898873,0.193,2
p0069-p0248-p0157,1.2291704454039782,0.332,2
p0180-p0161-p0214,1.0405760505143933,0.489,2
p0194-p0172-p0166,1.4210019478191418,0.105,2
p0044-p0181-p0305,1.9029548500826245,0.066,2
p0350-p0071-p0167,0.8654859822989525,0.653,2
p0129-p0265-p0009,0.7685645533856982,0.646,2
p0136-p0092-p0285,1.07823577524143,0.548,2
p0046-p0277-p0263,1.5123686076228011,0.119,2
p0361-p0301-p0273,0.01974702523034474,0.94,2
p0121-p0272-p0077,1.3863448177929811,0.295,2
p0247-p0029-p0248,1.2967006233928862,0.294,2
p0340-p0080-p0137,0.7298493162402501,0.718,2
p0170-p0372-p0358,0.038268390490555984,0.874,2
p0021-p0347-p0363,2.89547293594681,0.036,2
p0350-p0147-p0052,0.9774764731157071,0.518,2
p0168-p0328-p0183,0.12329235028974282,0.905,2
p0135-p0177-p0115,1.9298467487728808,0.041,2
p0193-p0012-p0362,1.7565517266187383,0.11,2
p0247-p0015-p0328,0.7271002946009051,0.734,2
p0243-p0099-p0093,1.2831467465539539,0.263,2
p0172-p0118-p0109,1.474126097524982,0.084,2
p0006-p0166-p0079,1.1658868406039833,0.282,2
p0058-p0342-p0020,1.8720658823489105,0.098,2
p0131-p0133-p0192,0.9140947046385977,0.597,2
p0198-p0036-p0298,1.6714036549654425,0.195,2
p0358-p0363-p0266,2.336944021380372,0.082,2
p0055-p0168-p0129,0.8813405002873148,0.564,2
p0109-p0351-p0116,0.9671158351492153,0.567,2
p0195-p0193-p0260,1.2352163870714978,0.307,2
p0063-p0270-p0201,0.7623546337475007,0.69,2
p0130-p0009-p0030,1.3334745435077748,0.153,2
p0054-p0399-p0077,1.2780170663965684,0.226,2
p0186-p0129-p0288,0.4297641259837347,0.852,2
p0163-p0342-p0147,1.7899089844962963,0.124,2
p0153-p0104-p0002,1.4953432951254026,0.145,2
p0124-p0041-p0067,0.8767969336296916,0.593,2
p0323-p0103-p0007,1.5181977872183499,0.137,2
p0285-p0273-p0205,0.40605008121706254,0.775,2
p0104-p0067-p0320,1.4961648368676583,0.135,2
p0326-p0123-p0304,2.045495975202631,0.007,2
p0183-p0176-p0149,1.463130910856937,0.248,2
p0081-p0190-p0104,1.5683824583155537,0.119,2
p0009-p0254-p0058,1.4950025350357738,0.108,2
p0287-p0294-p0344,1.0038628260560212,0.547,2
p0393-p0286-p0328,-0.2533964490464729,0.962,2
p0333-p0124-p0094,0.0855303410711802,0.928,2
p0306-p0126-p0225,1.4452074844124274,0.283,2
p0152-p0326-p0381,2.3513886127092998,0.016,2
p0095-p0056-p0311,1.6335497828112568,0.093,2
p0261-p0237-p0238,2.643712659030695,0.008,2
p0077-p0330-p0001,1.1844263502224368,0.337,2
p0051-p0169-p0222,1.3177031095410716,0.298,2
p0013-p0202-p0370,1.465541077254938,0.233,2
p0059-p0261-p0116,1.5532636830660898,0.172,2
p0156-p0268-p0184,1.163518372923524,0.362,2
p0152-p0101-p0213,0.17483975835378845,0.895,2
p0081-p0262-p0142,0.916854345928639,0.567,2
p0280-p0300-p0316,1.7444734048549613,0.041,2
p0387-p0370-p0352,0.9746112255240115,0.557,2
p0014-p0278-p0171,0.9010834545326123,0.56,2
p0332-p0317-p0196,1.714535588484769,0.041,2
p0082-p0113-p0036,1.413682056017483,0.152,2
p0014-p0126-p0203,1.2905581796531742,0.312,2
p0304-p0328-p0185,1.4240097182741895,0.196,2
p0253-p0120-p0051,2.3838436043174873,0.016,2
p0159-p0256-p0205,1.525728046980295,0.149,2
p0078-p0379-p0077,0.5110841268938522,0.823,2
p0295-p0265-p0037,1.4005613998684594,0.244,2
p0185-p0051-p0017,1.0281349916841775,0.485,2
p0035-p0160-p0045,1.6116908800966114,0.101,2
p0200-p0110-p0222,1.4532950822696225,0.194,2
p0181-p0136-p0343,1.407651082298796,0.193,2
p0051-p0029-p0175,1.2281154796512592,0.278,2
p0003-p0257-p0024,0.5029607545783663,0.815,2
p0231-p0187-p0268,2.003160347814961,0.081,2
p0271-p0144-p0231,0.7820044034948074,0.719,2
p0003-p0014-p0183,1.7861245354857227,0.1,2
p0097-p0101-p0369,0.8058372274228705,0.666,2
p0045-p0364-p0201,1.4768473239550157,0.238,2
p0192-p0228-p0229,1.1903975898479076,0.444,2
p0306-p0209-p0015,1.449320357117637,0.209,2
p0282-p0248-p0269,1.1464124824410147,0.468,2
p0171-p0321-p0058,1.494024073774465,0.175,2
p0273-p0074-p0335,0.8429388968532793,0.606,2
p0048-p0386-p0236,1.5328024451639093,0.196,2
p0399-p0215-p0202,1.9914347992818164,0.074,2
p0262-p0333-p0377,0.023100785063573208,0.924,2
p0319-p0231-p0258,0.3407129705580205,0.888,2
p0247-p0384-p0289,0.6698771846809743,0.687,2
p0324-p0182-p0306,-0.23000287050317414,0.95,2
p0277-p0165-p0299,1.9220848665239,0.019,2
p0262-p0025-p0211,1.200398329687902,0.39,2
p0010-p0061-p0179,1.4887597631652363,0.125,2
p0364-p0378-p0259,1.4704344220972896,0.249,2
p0059-p0217-p0385,1.363001183450472,0.217,2
p0204-p0241-p0293,1.4804598856073647,0.19,2
p0399-p0289-p0377,0.7476862198890905,0.666,2
p0319-p0381-p0153,1.2171783165512868,0.322,2
p0179-p0081-p0141,0.9790935696214468,0.518,2
p0221-p0032-p0333,0.7580250163249783,0.695,2
p0026-p0080-p0039,2.056154642378902,0.022,2
