gene, test statistic, p-value, number of groups
p0138-p0358-p0113,1.448443005197759,0.171,2
p0222-p0070-p0067,1.5052207273381035,0.186,2
p0268-p0239-p0106,1.4367467896793757,0.15,2
p0280-p0082-p0272,0.9869730373379367,0.504,2
p0344-p0129-p0382,0.676746312710327,0.765,2
p0086-p0206-p0277,1.697440400085624,0.047,2
p0387-p0195-p0338,1.290802842872008,0.303,2
p0286-p0301-p0129,1.1741271786206517,0.407,2
p0086-p0217-p0323,1.2313416750168358,0.294,2
p0075-p0096-p0078,1.3490083825409773,0.237,2
p0314-p0230-p0332,1.6339212783352386,0.182,2
p0224-p0001-p0128,0.8799130461786479,0.621,2
p0029-p0318-p0165,1.4401076593811477,0.239,2
p0376-p0344-p0070,1.7118770053583658,0.07,2
p0213-p0335-p0024,0.8717563425779693,0.65,2
p0343-p0390-p0229,1.5110627457269552,0.177,2
p0024-p0306-p0262,1.6225741062170125,0.191,2
p0069-p0107-p0106,1.3400789473137913,0.166,2
p0250-p0269-p0001,0.9426315071214966,0.533,2
p0263-p0033-p0051,1.484044928340838,0.143,2
p0010-p0165-p0007,1.442554051826813,0.176,2
p0211-p0319-p0204,0.9013166387138405,0.581,2
p0127-p0215-p0235,0.9946944819973237,0.526,2
p0227-p0234-p0220,0.82481857704796,0.631,2
p0162-p0035-p0185,1.236039132025122,0.292,2
p0168-p0112-p0173,0.9993115019194401,0.492,2
p0270-p0295-p0301,1.2841639996597547,0.321,2
p0226-p0255-p0390,2.5408170517679096,0.021,2
p0111-p0096-p0225,1.7805079382401776,0.058,2
p0162-p0055-p0010,1.381989023715009,0.196,2
p0352-p0162-p0369,1.3537081388780392,0.314,2
p0313-p0003-p0084,1.532142365276169,0.215,2
p0266-p0280-p0254,2.1063991696952855,0.019,2
p0145-p0202-p0166,1.4526779160260677,0.203,2
p0197-p0253-p0316,1.5368617970430427,0.258,2
p0309-p0351-p0381,2.4587285447912772,0.025,2
p0097-p0273-p0185,0.7311191452242903,0.736,2
p0253-p0310-p0266,1.9139608662333594,0.091,2
p0239-p0058-p0089,2.0771569758508925,0.015,2
p0194-p0061-p0172,1.784008393461923,0.038,2
p0143-p0282-p0015,1.6821369544481128,0.13,2
p0372-p0292-p0075,-0.8103193029576664,0.968,2
p0126-p0036-p0003,1.0098810296898089,0.486,2
p0063-p0223-p0232,1.2651491500413776,0.216,2
p0363-p0235-p0114,2.083371086464193,0.071,2
p0165-p0231-p0141,1.2511779123352418,0.283,2
p0136-p0033-p0272,1.3951465047140137,0.167,2
p0074-p0014-p0274,1.222528749811612,0.363,2
p0000-p0364-p0293,1.020512894175802,0.534,2
p0108-p0322-p0317,1.8677494734935993,0.115,2
p0340-p0243-p0206,0.7256489705733575,0.732,2
p0280-p0345-p0107,1.5497243632588114,0.25,2
p0102-p0109-p0361,1.2335782312366548,0.273,2
p0031-p0075-p0285,0.9021927469264173,0.599,2
p0262-p0228-p0115,1.1885280433738021,0.421,2
p0087-p0377-p0083,0.8504828574440919,0.646,2
p0397-p0394-p0155,1.88588328059421,0.086,2
p0193-p0089-p0236,1.7356647983455236,0.048,2
p0106-p0025-p0277,1.205287327653917,0.332,2
p0372-p0317-p0176,-0.11315380099945152,0.924,2
p0073-p0321-p0339,1.1317809554773897,0.475,2
p0262-p0060-p0280,0.9820029981523559,0.548,2
p0315-p0120-p0084,1.7158155135024036,0.106,2
p0011-p0058-p0253,1.6035571589709356,0.182,2
p0136-p0030-p0115,2.013850666352634,0.028,2
p0075-p0093-p0052,1.4360485611309843,0.153,2
p0388-p0051-p0320,0.847047056505184,0.647,2
p0039-p0340-p0328,0.8118016387960746,0.657,2
p0150-p0086-p0295,2.3627460912227427,0.031,2
p0399-p0295-p0344,1.868506972622985,0.049,2
p0188-p0291-p0332,1.9612939683528445,0.03,2
p0347-p0312-p0190,3.414882112487376,0.041,2
p0000-p0322-p0092,1.7037405900162081,0.154,2
p0285-p0183-p0097,0.8146537571350175,0.638,2
p0253-p0269-p0352,1.2096958420505637,0.434,2
p0264-p0134-p0192,1.0000053883022813,0.48,2
p0152-p0384-p0379,0.6419284957261733,0.689,2
p0098-p0264-p0243,1.1876721196096287,0.233,2
p0397-p0367-p0370,2.1477685654823087,0.073,2
p0398-p0339-p0064,2.186924064309318,0.043,2
p0071-p0072-p0298,0.9696641041525572,0.531,2
p0197-p0280-p0097,1.1757344314748637,0.322,2
p0033-p0087-p0180,1.101844831822072,0.395,2
p0318-p0294-p0046,0.9765981386321876,0.544,2
p0153-p0294-p0347,1.3635333801725529,0.313,2
p0046-p0293-p0068,0.06345469671795437,0.957,2
p0195-p0043-p0162,1.2669284258873417,0.231,2
p0073-p0119-p0202,0.9195517568212512,0.625,2
p0018-p0213-p0073,1.1842218008822347,0.314,2
p0067-p0165-p0183,1.5147240703123006,0.157,2
p0099-p0360-p0018,0.8817418880756619,0.628,2
p0078-p0257-p0151,0.7601416715962687,0.698,2
p0394-p0030-p0383,1.2113209756119423,0.355,2
p0084-p0368-p0120,1.9079684709596931,0.094,2
p0367-p0101-p0314,0.43472497330907944,0.809,2
p0041-p0266-p0161,1.1768874249773935,0.318,2
p0101-p0020-p0107,0.2194949926328633,0.925,2
p0080-p0168-p0031,1.0927572345418508,0.481,2
p0200-p0108-p0278,1.2678616626217831,0.322,2
p0144-p0294-p0174,0.8362818973911375,0.65,2
p0150-p0266-p0380,1.2186370453856599,0.381,2
p0161-p0058-p0201,0.7389892867267891,0.674,2
p0301-p0030-p0180,0.49989988623006293,0.873,2
p0304-p0206-p0119,1.2027614242150828,0.307,2
p0044-p0150-p0201,1.671421274503087,0.18,2
p0225-p0119-p0134,1.3547717897585234,0.229,2
p0050-p0137-p0230,1.3662210734809719,0.322,2
p0042-p0337-p0049,0.9945052669407849,0.513,2
p0300-p0352-p0115,1.6077116333427495,0.209,2
p0073-p0264-p0243,1.1953247209884288,0.289,2
p0163-p0239-p0370,1.482789170311635,0.198,2
p0114-p0271-p0131,1.3306226090566253,0.162,2
p0022-p0092-p0056,1.353029245717842,0.155,2
p0127-p0326-p0168,1.2766848856916875,0.279,2
p0021-p0344-p0145,1.2749791108031818,0.261,2
p0344-p0160-p0326,1.7913763035995662,0.055,2
p0295-p0199-p0387,1.7502031889763403,0.206,2
p0032-p0327-p0180,0.666325046687101,0.823,2
p0234-p0189-p0024,2.2421508934841197,0.013,2
p0114-p0271-p0304,1.0448934842458266,0.436,2
p0095-p0381-p0034,1.0916672649778882,0.41,2
p0187-p0376-p0257,2.9758551054248397,0.006,2
p0084-p0226-p0221,0.5525318804066437,0.823,2
p0208-p0046-p0247,1.3183602692594698,0.319,2
p0057-p0146-p0136,1.6302882194008894,0.049,2
p0012-p0010-p0107,1.7572763523483748,0.075,2
p0144-p0161-p0054,0.7098035624173453,0.831,2
p0193-p0083-p0203,0.9884723911781089,0.523,2
p0180-p0146-p0183,1.429397189783284,0.204,2
p0230-p0345-p0146,1.7341369588445958,0.162,2
p0272-p0239-p0209,1.6771933956908036,0.055,2
p0050-p0216-p0171,0.697903475504329,0.731,2
p0199-p0219-p0270,1.0306670292943374,0.535,2
p0290-p0147-p0222,1.6736539932680194,0.221,2
p0149-p0352-p0156,1.2201210743537272,0.383,2
p0196-p0099-p0012,1.52777168747471,0.147,2
p0333-p0379-p0185,-1.1531155919844056,0.995,2
p0173-p0038-p0261,1.289711653135362,0.338,2
p0149-p0345-p0103,1.7012778900147607,0.179,2
p0295-p0051-p0317,1.6988713761813867,0.108,2
p0149-p0248-p0028,0.9175536077384154,0.6,2
p0103-p0382-p0304,1.6560506828946038,0.072,2
p0178-p0213-p0376,1.6428831571784799,0.102,2
p0233-p0130-p0362,2.0239894569218992,0.05,2
p0174-p0386-p0354,1.1397048769545102,0.42,2
p0390-p0137-p0199,1.6192500609052003,0.173,2
p0093-p0241-p0145,1.1953777809676993,0.31,2
p0208-p0298-p0312,2.0081071203982175,0.198,2
p0166-p0159-p0370,1.524725479034914,0.183,2
p0269-p0174-p0061,1.8076574404755104,0.043,2
p0134-p0062-p0034,1.1256726301561835,0.418,2
p0334-p0219-p0171,1.1138608753405397,0.45,2
p0057-p0088-p0126,0.707236406642182,0.725,2
p0014-p0138-p0338,1.82820440504444,0.079,2
p0011-p0311-p0089,2.0305568597659582,0.027,2
p0239-p0202-p0086,2.2748381539761366,0.018,2
p0148-p0289-p0151,0.7997974213501098,0.672,2
p0120-p0046-p0323,1.2409362368060706,0.365,2
p0148-p0254-p0294,1.708518151171993,0.194,2
p0121-p0141-p0224,1.9085737824434525,0.078,2
p0256-p0348-p0000,1.2214639503012117,0.281,2
p0243-p0076-p0361,1.578766321919426,0.08,2
p0321-p0298-p0340,0.6749174462043842,0.737,2
p0060-p0363-p0014,2.578625759872677,0.023,2
p0285-p0293-p0290,2.191653071331926,0.114,2
p0146-p0217-p0089,1.4019606316211566,0.194,2
p0014-p0121-p0369,1.9362598353864096,0.081,2
p0120-p0216-p0143,1.9284025312006767,0.094,2
p0306-p0157-p0044,1.3067021084542771,0.301,2
p0186-p0119-p0183,1.4834270848335254,0.188,2
p0246-p0391-p0225,1.3759883997571813,0.32,2
p0007-p0206-p0208,2.094217133983503,0.027,2
p0018-p0180-p0154,1.423867444285807,0.135,2
p0258-p0133-p0298,0.9961352040887332,0.537,2
p0023-p0277-p0224,1.1959910597871235,0.312,2
p0225-p0350-p0313,1.5220118976805785,0.2,2
p0285-p0318-p0382,2.2081777242781047,0.065,2
p0229-p0015-p0144,0.9840010509534308,0.58,2
p0021-p0118-p0310,1.8933404657006858,0.038,2
p0344-p0321-p0305,0.8073002533015613,0.661,2
p0146-p0023-p0247,1.7663498184690172,0.063,2
p0378-p0295-p0332,0.9283799473246769,0.577,2
p0065-p0121-p0206,1.6817331603975822,0.159,2
p0234-p0311-p0298,2.1908647026013486,0.028,2
p0035-p0350-p0231,0.013072560952838999,0.958,2
p0152-p0171-p0397,2.3931699854136723,0.011,2
p0070-p0103-p0078,2.1387790711132237,0.003,2
p0086-p0399-p0050,1.50977798853364,0.144,2
p0327-p0144-p0266,0.5725261104721135,0.843,2
p0339-p0055-p0145,2.0758567437772824,0.034,2
p0086-p0193-p0205,2.5434045851796037,0.009,2
p0167-p0032-p0125,-0.14732700049490982,0.984,2
p0387-p0136-p0065,1.695741262163013,0.058,2
p0319-p0395-p0124,0.8786771343480599,0.535,2
p0179-p0354-p0070,1.6693387425990716,0.029,2
p0023-p0326-p0291,2.6972443449701373,0.002,2
p0292-p0361-p0017,1.2739699558743676,0.278,2
p0088-p0366-p0368,0.8084750805194056,0.624,2
p0327-p0176-p0265,0.7528153537450699,0.717,2
p0372-p0041-p0165,0.15896407123743728,0.868,2
p0263-p0081-p0337,0.9936365013900417,0.552,2
p0358-p0180-p0081,1.0833183584176111,0.411,2
p0257-p0083-p0378,0.8803187337068145,0.597,2
p0161-p0108-p0044,1.432054106483439,0.123,2
p0196-p0050-p0204,1.1855182208738158,0.347,2
p0328-p0393-p0102,1.0587663170801205,0.462,2
p0115-p0337-p0300,1.7863474489934017,0.09,2
p0114-p0181-p0306,1.9046205268851415,0.075,2
p0028-p0100-p0194,1.2002704258162722,0.295,2
p0037-p0073-p0112,0.7363041916423292,0.783,2
p0350-p0221-p0396,1.1798230690081184,0.371,2
p0065-p0342-p0096,1.6127111911172922,0.192,2
p0274-p0308-p0152,1.2977899120505443,0.434,2
p0111-p0210-p0185,1.3116842127132702,0.211,2
p0225-p0319-p0114,1.70135634029132,0.074,2
p0391-p0293-p0155,0.7465042880608697,0.693,2
p0249-p0096-p0376,2.4505601763539437,0.025,2
p0227-p0314-p0277,1.01639788166772,0.493,2
p0182-p0057-p0261,1.1380596633262394,0.423,2
p0077-p0203-p0341,1.4761598419151851,0.288,2
p0310-p0004-p0361,1.0259086907385155,0.485,2
p0174-p0082-p0050,1.629283873840516,0.122,2
p0056-p0063-p0346,1.6451646304879561,0.13,2
p0188-p0131-p0389,1.2377768463531624,0.329,2
p0013-p0303-p0119,1.5990010714589813,0.1,2
p0289-p0274-p0387,0.8410404416385588,0.642,2
p0062-p0115-p0385,1.6426144167176395,0.116,2
p0137-p0286-p0284,0.4573681892488541,0.837,2
p0201-p0309-p0039,3.176703543779985,0.016,2
p0220-p0169-p0340,0.8028783936499981,0.651,2
p0168-p0228-p0297,2.3737986500723776,0.034,2
p0081-p0391-p0105,1.057707417362381,0.437,2
p0283-p0204-p0361,0.7109130761498526,0.748,2
p0262-p0183-p0318,1.4547164672874187,0.309,2
p0366-p0289-p0027,0.9214191840764726,0.57,2
p0370-p0161-p0262,0.7520659299101125,0.711,2
p0022-p0388-p0105,0.5141739439269262,0.805,2
p0355-p0011-p0211,1.1658153431928788,0.419,2
p0361-p0360-p0121,1.6357662069835803,0.229,2
p0221-p0175-p0335,0.5836859999287061,0.839,2
p0102-p0274-p0219,0.5156841119362189,0.826,2
p0149-p0274-p0294,1.9220022288848018,0.149,2
p0335-p0261-p0095,1.2743854009672502,0.314,2
p0028-p0282-p0108,1.4548791872938418,0.184,2
p0252-p0379-p0021,0.0697141328098007,0.863,2
p0182-p0069-p0085,1.1562028927907142,0.376,2
p0215-p0122-p0199,0.8795449795726822,0.611,2
p0009-p0242-p0121,1.739554453817021,0.162,2
p0056-p0244-p0309,2.984653363294655,0.011,2
p0372-p0014-p0063,-0.2500267487966452,0.933,2
p0394-p0328-p0009,0.9561540536841681,0.542,2
p0046-p0080-p0130,1.6207807830007248,0.109,2
p0156-p0292-p0161,0.8692587125708569,0.663,2
p0027-p0319-p0185,0.8461851180443586,0.645,2
p0136-p0203-p0153,1.8327786888922346,0.091,2
p0313-p0326-p0210,2.3300153868249436,0.026,2
p0298-p0063-p0113,0.9826200628157223,0.567,2
p0197-p0174-p0389,0.708551542706455,0.728,2
p0183-p0322-p0132,2.4690069557887773,0.025,2
p0114-p0021-p0379,0.42441871589970925,0.779,2
p0099-p0243-p0178,1.3711576484182788,0.175,2
p0116-p0332-p0167,0.9696571844023635,0.547,2
p0132-p0147-p0217,1.9607844513862032,0.039,2
p0126-p0052-p0104,1.574392547735342,0.116,2
p0239-p0343-p0393,1.390722802097415,0.23,2
p0157-p0127-p0268,1.5347899843829444,0.067,2
p0333-p0290-p0231,-0.006233204999921886,0.909,2
p0088-p0317-p0074,1.6247182533236755,0.077,2
p0101-p0268-p0043,0.755126900079357,0.735,2
p0086-p0004-p0014,1.0957774750971803,0.45,2
p0021-p0241-p0258,1.4776513432281877,0.19,2
p0270-p0165-p0021,1.3540779751892011,0.23,2
p0368-p0219-p0191,1.461998975336885,0.318,2
p0201-p0134-p0042,0.7774095916889089,0.616,2
p0100-p0210-p0207,0.8027325206620995,0.693,2
p0032-p0319-p0266,0.6026655741632434,0.815,2
p0368-p0047-p0360,0.9623438947104506,0.561,2
p0244-p0024-p0092,1.8295824082761358,0.028,2
p0387-p0311-p0178,2.0421938811615012,0.029,2
p0046-p0338-p0182,0.7258679004257785,0.723,2
p0308-p0391-p0355,1.7506582765300587,0.21,2
p0327-p0032-p0180,0.666325046687101,0.837,2
p0186-p0032-p0126,1.0879271992180315,0.417,2
p0362-p0134-p0238,2.203411720330601,0.051,2
p0385-p0242-p0311,1.7402091204888306,0.072,2
p0008-p0370-p0146,1.573571768746575,0.171,2
p0159-p0365-p0127,1.4753636190502484,0.124,2
p0335-p0210-p0012,1.1241339089274975,0.363,2
p0318-p0379-p0153,0.6659223993717447,0.659,2
p0127-p0120-p0159,1.9266662454224006,0.049,2
p0061-p0230-p0126,2.339400145677326,0.039,2
p0112-p0378-p0386,1.1317809016603717,0.462,2
p0098-p0237-p0177,1.3603724096849015,0.191,2
p0308-p0066-p0128,1.2877296911796254,0.386,2
p0005-p0131-p0148,1.0012808459083236,0.535,2
p0232-p0080-p0334,1.2714007558871123,0.34,2
p0101-p0319-p0228,1.3527499723109293,0.272,2
p0249-p0116-p0161,2.0623436067998835,0.078,2
p0058-p0155-p0313,1.7245016787053298,0.152,2
p0176-p0037-p0258,0.7194371583535257,0.795,2
p0142-p0279-p0040,0.6726777906456236,0.792,2
p0293-p0050-p0132,1.0116786528769848,0.493,2
p0222-p0002-p0384,1.1227450269227826,0.484,2
p0160-p0011-p0369,1.72362655358105,0.08,2
p0085-p0001-p0050,1.3920703717116611,0.174,2
p0014-p0144-p0390,1.9532641807045596,0.061,2
p0370-p0316-p0070,1.6619520103133774,0.146,2
p0117-p0343-p0365,1.2818115232956473,0.286,2
p0244-p0063-p0233,0.9575746339901524,0.57,2
p0122-p0334-p0037,0.9731396958449228,0.539,2
p0357-p0164-p0147,0.3618718646763787,0.846,2
p0189-p0166-p0340,0.8520602029912915,0.652,2
p0022-p0000-p0339,1.0358492885117077,0.533,2
p0020-p0334-p0325,1.049671055694087,0.504,2
p0128-p0079-p0039,2.9884236069261583,0.002,2
p0003-p0105-p0287,1.3173986411969647,0.306,2
p0115-p0360-p0221,1.5671268861190653,0.225,2
p0319-p0300-p0119,1.4199515260061573,0.197,2
p0290-p0126-p0241,1.0471597439337352,0.493,2
p0114-p0119-p0059,1.3608184798797367,0.168,2
p0124-p0369-p0046,1.058011470481638,0.447,2
p0312-p0078-p0220,2.2816005995865285,0.131,2
p0075-p0258-p0366,1.3547321523520726,0.213,2
p0025-p0259-p0268,1.6845245579458468,0.121,2
p0060-p0318-p0214,1.0921276003716824,0.472,2
p0185-p0223-p0207,1.1438885188013759,0.367,2
p0032-p0391-p0221,0.6488159337636917,0.808,2
p0246-p0207-p0142,1.3632215083618817,0.318,2
p0176-p0063-p0042,0.8848842382344075,0.621,2
p0223-p0377-p0156,1.0999585123427154,0.435,2
p0216-p0224-p0072,1.10166820047513,0.422,2
p0226-p0041-p0346,2.161923826022524,0.041,2
p0396-p0101-p0063,0.6609909640897209,0.768,2
p0078-p0334-p0242,1.009809070390644,0.563,2
p0111-p0007-p0311,2.45612309381821,0.01,2
p0075-p0320-p0016,1.1791399346346951,0.326,2
p0393-p0391-p0318,1.1874733612244948,0.409,2
p0371-p0293-p0058,0.08650197025873371,0.915,2
p0238-p0233-p0343,2.5814844077277184,0.013,2
p0151-p0295-p0003,1.8613913006822946,0.109,2
p0261-p0381-p0037,1.6948876510379398,0.097,2
p0153-p0036-p0062,1.4711495538602377,0.123,2
p0124-p0280-p0284,1.1386746872259237,0.456,2
p0206-p0014-p0385,1.8394809020782552,0.031,2
p0393-p0179-p0242,1.5379948749894699,0.266,2
p0299-p0398-p0309,2.548088462663236,0.046,2
p0321-p0317-p0193,1.387836193823712,0.251,2
p0135-p0371-p0182,0.8927395435974687,0.607,2
p0114-p0042-p0141,1.2917139470904921,0.18,2
p0068-p0006-p0153,1.3873841703867107,0.155,2
p0392-p0237-p0287,1.1688765828039123,0.414,2
p0260-p0119-p0297,2.3675459373903376,0.027,2
p0198-p0344-p0075,1.3213091450389243,0.351,2
p0067-p0280-p0227,0.2844633374404996,0.894,2
p0193-p0354-p0248,1.8175624920483286,0.041,2
p0248-p0360-p0059,1.2524092994546383,0.391,2
p0166-p0254-p0345,1.967440210356119,0.087,2
p0143-p0156-p0382,1.7389604982609819,0.078,2
p0225-p0117-p0156,1.4746982672404116,0.138,2
p0051-p0380-p0055,1.6564501984348985,0.103,2
p0317-p0262-p0250,0.8347425894589343,0.64,2
p0389-p0234-p0120,2.2441701980714206,0.031,2
p0357-p0196-p0171,0.6487568296442153,0.776,2
p0182-p0256-p0099,0.7086815401420694,0.714,2
p0110-p0317-p0180,0.9580320636098363,0.542,2
p0007-p0351-p0283,1.3528300774529993,0.209,2
p0033-p0080-p0237,1.1801391959070755,0.389,2
p0164-p0196-p0376,0.9368827579551002,0.572,2
p0170-p0091-p0125,1.1700013080249116,0.376,2
p0373-p0283-p0395,0.46991143558337195,0.775,2
p0246-p0137-p0393,1.7045970352722646,0.19,2
p0299-p0039-p0384,1.7826571687072952,0.101,2
p0120-p0135-p0081,1.975712387845996,0.034,2
p0152-p0066-p0362,1.983022367305176,0.085,2
p0190-p0134-p0280,1.7635654107501093,0.042,2
p0066-p0117-p0389,0.9871502105687966,0.526,2
p0265-p0068-p0364,1.5696623313699043,0.162,2
p0313-p0062-p0208,1.8193941764959451,0.113,2
p0365-p0046-p0307,0.40313879885824544,0.862,2
p0060-p0044-p0225,1.8000408429585397,0.039,2
p0356-p0297-p0343,2.65941598452695,0.011,2
p0228-p0319-p0162,0.3999265917593234,0.86,2
p0183-p0398-p0254,2.2537083205945456,0.024,2
p0248-p0398-p0363,2.043519398599908,0.135,2
p0350-p0399-p0219,1.1249012839170802,0.411,2
p0350-p0357-p0295,0.5855305045276916,0.742,2
p0246-p0002-p0178,0.6107113380020633,0.743,2
p0172-p0012-p0334,1.4722043990743636,0.182,2
p0011-p0341-p0379,1.5985540534004625,0.218,2
p0130-p0055-p0075,1.84671371532088,0.043,2
p0154-p0280-p0121,2.0870100487052725,0.052,2
p0010-p0106-p0033,1.0959404887105106,0.423,2
p0102-p0124-p0291,0.979413053439555,0.491,2
p0345-p0071-p0116,1.8092367385280843,0.138,2
p0021-p0366-p0252,1.853453204955059,0.08,2
p0287-p0045-p0006,1.0487690412060984,0.522,2
p0175-p0350-p0372,-1.5668660081650359,0.983,2
p0074-p0049-p0318,2.0574309010145826,0.062,2
p0351-p0307-p0003,0.6890007732858938,0.72,2
p0299-p0191-p0138,1.361344266850148,0.299,2
p0390-p0192-p0356,2.823960967185023,0.011,2
p0289-p0114-p0388,0.7621775815976366,0.68,2
p0258-p0097-p0065,0.9720987982563541,0.505,2
p0223-p0027-p0134,1.6218259573390497,0.079,2
p0126-p0104-p0319,1.4783317007303145,0.174,2
p0204-p0076-p0174,1.3107862730458684,0.235,2
p0028-p0144-p0185,0.2989714020081171,0.919,2
p0162-p0377-p0157,-0.2514514488360479,0.974,2
p0007-p0111-p0390,1.7525468312496202,0.087,2
p0019-p0061-p0113,1.479196159070313,0.129,2
p0031-p0001-p0159,1.6203058898281197,0.052,2
p0013-p0250-p0267,0.20875711068813652,0.854,2
p0032-p0195-p0205,0.6578814573716151,0.774,2
p0260-p0268-p0272,1.0980187040085763,0.418,2
p0112-p0348-p0109,1.0769828299368531,0.412,2
p0104-p0048-p0003,1.3586053016989574,0.19,2
p0260-p0316-p0071,1.109060831852868,0.406,2
p0118-p0028-p0360,0.7539306947272705,0.733,2
p0141-p0060-p0022,1.461016811089155,0.155,2
p0129-p0214-p0115,1.9075207689546212,0.099,2
p0300-p0231-p0305,1.196237910467047,0.357,2
p0266-p0176-p0391,0.49808402192811285,0.896,2
p0093-p0040-p0198,1.483542965669827,0.261,2
p0179-p0164-p0034,0.19900805727151263,0.941,2
p0023-p0262-p0265,1.2080369253118224,0.367,2
p0366-p0147-p0230,2.534855861487325,0.016,2
p0079-p0028-p0130,1.1105848754265877,0.386,2
p0338-p0088-p0089,1.2402291681467776,0.324,2
p0102-p0263-p0116,1.8763954477710252,0.054,2
p0224-p0153-p0307,0.5178410709449995,0.869,2
p0159-p0045-p0287,1.1110918767648892,0.451,2
p0057-p0236-p0086,1.2607477706057502,0.228,2
p0274-p0010-p0305,1.6344815094772636,0.175,2
p0163-p0171-p0257,1.0512146468684636,0.528,2
p0313-p0315-p0322,2.1959993235166326,0.06,2
p0396-p0301-p0137,1.0232234377486327,0.496,2
p0304-p0197-p0192,0.7565798978096033,0.706,2
p0034-p0242-p0055,1.2738008668244882,0.331,2
p0014-p0081-p0319,0.589031057014312,0.784,2
p0396-p0282-p0288,1.0958270540346295,0.422,2
p0009-p0117-p0142,1.1910227106497815,0.302,2
p0025-p0293-p0166,1.2396257631970367,0.317,2
p0110-p0156-p0208,1.331459468380862,0.286,2
p0366-p0026-p0136,1.6031846497415676,0.114,2
p0203-p0237-p0224,1.0740531304735685,0.458,2
p0307-p0221-p0313,1.9744829620681474,0.066,2
p0236-p0152-p0189,1.718127436515537,0.077,2
p0188-p0389-p0145,0.7811105748739612,0.701,2
p0086-p0273-p0309,3.5778376820033366,0.01,2
p0120-p0250-p0044,2.3777377182517667,0.029,2
